ID,1032245.P,1039868.P,1042353.P,1042745.P,1043773.P,1045386.P,1045549.P,1046191.P,1046287.P,1046349.P,1046499.P,1047291.P,1047831.P,1047912.P,1048720.P,1049983.P,1050700.P,1051316.P,1054390.P,1056166.P,272577.P,451368.P,477022.P,515975.P,522638.P,548142.P,649867.P,685749.P,843725.P,99272.P,1032245.T,1039868.T,1042353.T,1042745.T,1043773.T,1045386.T,1045549.T,1046191.T,1046287.T,1046349.T,1046499.T,1047291.T,1047831.T,1047912.T,1048720.T,1049983.T,1050700.T,1051316.T,1054390.T,1056166.T,272577.T,451368.T,477022.T,515975.T,522638.T,548142.T,649867.T,685749.T,843725.T,99272.T
chr12:69800209-69801721,40,29,20,17,23,43,54,36,40,24,42,40,36,58,36,14,20,17,32,17,32,23,47,14,48,35,29,24,22,24,18,10,27,11,36,15,12,11,17,17,27,12,22,29,19,23,17,20,19,18,6,0,21,11,11,19,17,64,22,10
chr18:49363161-49379758,3,6,3,0,6,8,8,3,0,6,7,0,5,8,5,3,5,2,2,2,0,5,8,4,7,4,2,2,7,7,0,2,0,3,7,3,2,2,3,0,5,2,2,3,2,0,2,3,2,0,0,0,3,0,0,3,0,2,7,2
chr2:199368605-199433514,54,26,21,15,27,34,27,40,32,28,61,25,29,26,31,22,36,22,59,18,27,9,34,32,56,24,39,20,25,27,41,3,15,2,46,44,4,22,21,6,28,62,5,0,25,0,31,17,61,10,4,18,11,20,12,11,26,9,21,8
chr12:111509549-111510582,2,5,3,6,7,6,13,9,8,6,9,4,4,12,4,6,9,5,5,3,4,2,4,7,13,4,10,13,11,4,5,3,2,3,10,0,2,2,9,4,4,2,0,3,0,2,4,0,3,0,3,3,2,0,5,0,3,11,3,3
chr15:94367605-94385525,0,4,0,3,3,5,0,2,3,4,6,2,0,4,4,0,4,0,6,5,2,0,2,2,3,3,2,3,3,2,2,0,0,0,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5
chr3:183070999-183071357,3,0,0,0,0,4,9,5,0,4,4,2,3,3,0,0,2,0,0,3,3,2,0,0,2,4,2,3,0,3,0,2,3,0,0,0,0,0,0,3,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0
chr1:32030298-32033334,2,0,0,0,2,2,6,0,3,0,4,0,4,4,0,2,2,3,3,0,2,2,3,0,3,0,5,3,3,0,2,3,3,3,5,2,2,0,2,2,4,2,2,4,2,0,2,2,4,0,0,3,0,0,3,3,0,0,0,2
chr3:47037666-47046621,5,4,3,0,3,0,0,6,4,2,0,2,2,7,0,3,5,0,2,2,5,0,4,3,3,8,5,2,6,2,0,2,0,3,5,2,2,5,7,7,0,3,0,4,3,3,2,0,2,2,2,5,4,0,2,0,2,7,2,0
chr12:120154970-120155719,9,6,7,8,10,13,9,12,8,13,14,11,18,9,4,10,9,10,7,8,12,3,13,8,11,6,10,16,9,3,19,7,30,33,18,14,9,20,12,22,26,22,20,26,15,29,24,14,16,14,13,11,33,7,22,26,16,26,6,10
chr2:199323803-199381820,6,6,7,0,2,3,5,8,11,5,15,4,7,6,3,3,4,0,3,2,0,3,6,9,3,6,4,5,5,3,5,0,4,0,6,3,2,0,0,0,2,6,2,0,0,0,0,0,5,0,0,2,0,0,0,3,2,0,3,4
chr9:33953285-33963791,20,5,8,12,7,16,16,17,12,21,26,14,9,24,15,15,8,3,10,9,3,7,13,7,11,16,21,9,11,12,23,4,17,17,19,26,6,17,21,4,22,20,8,7,20,12,24,5,14,11,11,14,14,7,25,6,11,14,6,17
chr2:205440370-205440672,8,3,0,3,4,6,2,3,2,4,8,2,3,7,3,2,0,2,7,4,3,5,4,2,5,6,0,0,5,3,4,0,0,3,0,2,0,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
chr11:85990250-86031611,0,3,2,0,2,2,0,0,4,5,4,0,3,4,0,3,4,0,0,3,3,0,3,2,3,3,5,3,0,0,2,0,0,0,3,5,4,0,0,2,0,0,0,2,0,0,0,0,0,2,0,3,0,0,4,0,0,4,0,4
chr6:24416397-24418578,0,6,0,0,0,6,3,5,4,0,9,7,2,8,3,4,0,0,2,3,0,4,15,5,7,0,5,0,4,5,0,3,3,6,4,5,3,0,0,0,0,4,0,6,7,2,5,0,2,4,0,0,5,0,4,2,2,7,2,2
chr9:107300141-107311737,3,6,0,7,3,8,8,5,6,7,8,10,8,14,2,3,4,3,5,4,4,2,8,5,2,5,4,3,0,4,2,0,3,3,10,0,0,3,5,3,7,3,4,11,3,6,5,2,8,3,2,0,0,2,7,3,5,8,4,2
chr3:149846011-149895560,3,0,2,0,0,5,3,0,2,3,3,3,0,2,0,0,2,0,0,3,2,4,0,0,0,0,3,3,4,0,5,0,2,0,4,0,0,0,0,0,5,0,2,2,2,0,0,3,0,0,0,0,0,0,0,2,3,4,0,4
chr9:35295696-35313989,11,12,8,19,8,14,14,18,12,12,28,23,14,19,12,7,7,7,15,3,5,5,17,9,20,12,12,8,7,17,7,17,2,8,6,4,3,3,10,2,7,6,7,6,2,4,13,5,10,2,4,17,4,5,4,5,12,10,14,7
chr22:46626751-46637960,5,2,4,0,3,3,5,7,2,4,4,7,7,4,5,0,2,5,5,6,0,0,8,5,4,0,7,2,8,4,5,6,0,2,2,0,0,2,5,0,0,2,6,6,3,7,2,2,5,6,2,0,2,3,6,2,0,0,3,5
chr1:26942660-26943065,8,7,3,6,5,4,6,3,5,7,7,6,5,7,4,6,4,4,0,6,4,3,3,2,6,3,3,3,2,2,9,2,0,2,0,4,3,2,0,2,3,4,0,6,2,2,10,4,3,6,0,6,0,2,9,2,4,6,0,3
chr10:12400016-12403369,3,4,0,0,3,5,2,0,5,4,4,3,2,0,0,3,4,0,3,3,0,0,3,2,0,3,3,4,0,7,2,0,0,0,5,2,0,2,4,2,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr2:144208603-144211579,2,3,0,2,4,6,10,2,3,3,7,4,4,9,2,8,0,0,7,3,5,2,4,0,8,6,13,6,6,0,7,3,4,3,5,3,2,0,5,0,5,3,2,2,0,0,5,0,3,6,0,2,0,0,0,0,0,7,2,2
chr20:35653528-35659014,2,5,0,7,3,6,4,6,6,3,5,8,5,12,0,3,3,3,5,3,10,0,8,0,4,11,6,10,6,4,5,6,6,6,7,2,2,7,4,2,4,8,12,33,8,3,11,2,6,6,9,3,7,4,6,2,10,12,12,9
chr2:61522611-61526521,10,7,12,5,9,12,17,9,14,6,15,12,11,16,12,17,7,9,12,5,5,11,9,3,7,9,9,4,8,6,16,6,8,10,7,5,4,14,10,10,15,10,6,13,6,5,13,6,11,12,3,10,7,2,7,20,17,8,12,8
chr8:70159505-70162854,11,8,7,5,9,18,22,10,9,6,14,16,12,16,8,7,5,3,12,6,3,9,8,8,16,15,14,5,14,11,7,5,8,2,9,2,4,4,10,11,5,6,3,7,5,0,3,0,11,4,0,4,5,6,3,7,5,4,16,6
chr20:2964272-2965202,21,4,17,17,17,36,32,17,18,25,34,23,18,38,11,26,19,11,16,7,28,15,21,7,15,25,25,22,25,16,10,6,23,26,6,7,7,4,25,16,15,6,10,7,8,5,21,7,9,12,12,15,7,14,7,10,10,11,10,7
chr17:12054889-12095694,6,10,5,5,5,25,12,6,8,7,14,8,7,9,7,2,7,7,11,5,4,4,10,5,7,7,8,7,10,9,6,3,9,3,6,14,0,3,6,2,4,5,7,8,6,2,5,3,4,4,2,4,0,3,7,5,3,3,6,6
chr8:17743604-17755961,8,13,10,8,8,11,13,5,8,17,14,11,8,12,11,7,7,6,10,11,4,3,13,4,16,6,12,5,7,9,4,7,6,5,10,11,3,3,5,7,10,5,8,15,3,8,8,8,3,4,5,11,8,8,5,3,6,11,7,3
chr18:79096476-79154555,4,3,0,0,0,12,2,0,0,0,6,0,2,7,0,3,2,0,5,3,4,0,3,0,5,4,5,0,2,2,2,2,0,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,4,0,0,3,0,0
chr7:140776912-140808995,0,4,2,2,3,2,4,2,0,7,6,0,2,3,0,4,3,3,4,2,6,3,4,0,4,6,3,0,4,3,2,0,0,2,2,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,3,2,0,0,3,3
chr1:40267786-40272035,5,0,0,0,0,9,4,3,2,4,4,0,2,7,2,4,2,0,0,0,0,2,3,4,3,0,5,2,5,3,3,0,0,3,5,0,0,0,0,0,0,3,2,4,2,0,3,0,2,0,2,0,0,0,0,2,0,4,0,3
chr9:33986760-34017189,4,2,2,0,0,3,2,0,0,2,5,5,6,5,0,5,0,5,2,4,3,2,3,2,7,2,4,0,5,3,5,0,5,3,4,0,0,2,0,3,0,2,3,0,5,0,2,4,4,0,0,7,2,0,0,4,4,2,0,0
chr4:150735258-150808398,3,2,6,4,2,3,9,3,0,4,9,5,7,8,3,3,2,3,2,0,0,0,7,7,5,5,5,0,3,3,2,0,6,2,10,3,4,4,2,3,9,5,0,4,4,0,6,0,2,3,0,2,3,2,16,0,4,3,4,5
chr12:28305649-28307749,2,10,8,4,3,5,5,5,9,9,10,4,7,16,2,7,10,4,4,5,5,7,10,4,15,4,5,8,5,6,3,2,0,8,6,8,4,2,4,2,2,4,5,5,5,6,3,2,3,2,2,0,0,3,5,3,3,7,3,4
chr4:165219934-165263359,4,4,0,4,0,4,4,4,0,4,5,5,0,7,3,5,3,0,0,4,3,4,0,0,5,3,6,4,0,0,4,0,5,7,8,5,0,5,2,0,0,2,9,5,3,0,5,2,0,4,2,2,0,5,0,5,0,8,2,9
chr19:3660966-3662001,4,2,0,2,8,4,9,5,3,6,5,3,6,0,4,6,3,3,6,2,4,4,5,2,3,4,5,9,0,4,4,6,2,0,8,4,0,2,7,2,2,12,7,5,0,5,4,2,2,5,0,5,10,0,2,9,7,6,2,7
chr1:231795242-231818517,6,3,5,5,2,10,13,4,10,2,17,5,7,12,4,2,4,2,3,3,5,5,9,4,11,0,14,7,8,10,0,2,0,3,2,3,0,5,4,2,7,2,0,0,0,0,0,0,5,0,0,2,0,2,6,3,0,11,9,4
chr3:124737568-124744203,0,3,0,0,2,7,0,0,6,4,4,2,2,6,3,2,2,0,0,2,0,0,6,0,0,0,2,0,3,3,2,0,6,2,4,0,0,2,0,0,2,2,0,3,0,2,3,0,0,0,0,0,3,0,3,0,0,3,2,4
chr14:71026117-71036157,0,0,0,0,4,6,4,3,3,0,6,2,3,2,0,2,2,4,3,6,3,2,3,2,3,2,3,4,5,0,2,0,4,0,3,4,2,0,4,0,0,0,0,3,2,3,2,0,0,3,0,2,2,0,0,2,0,2,0,8
chrX:132281095-132283032,2,9,5,6,4,6,8,4,3,5,7,6,4,12,3,2,0,5,4,3,4,4,3,4,7,4,12,7,7,0,13,3,0,3,0,4,0,5,6,2,4,0,9,5,3,3,2,2,4,0,4,0,8,0,3,0,0,5,5,3
chr19:23358430-23362725,48,31,25,18,21,42,36,25,45,46,61,45,29,45,32,22,23,11,44,37,26,16,34,41,63,34,35,21,37,37,23,31,3,11,33,36,13,11,13,24,32,16,31,46,14,18,21,5,17,36,69,21,18,25,30,33,13,49,10,17
chr5:143054439-143057747,4,10,4,4,0,7,6,6,4,8,8,7,9,11,6,3,4,2,3,0,7,12,2,3,6,5,4,6,9,0,7,10,2,5,11,3,2,4,3,7,9,6,4,3,3,2,3,3,8,4,3,8,2,5,6,8,8,4,2,5
chr2:106158058-106166083,12,3,7,0,0,8,7,7,8,12,9,9,5,5,8,2,5,3,10,7,4,5,6,3,6,12,4,5,6,3,4,4,2,4,4,5,7,0,0,4,7,0,7,7,0,3,5,8,6,0,2,5,0,3,7,8,3,3,11,7
chr5:38523419-38530666,3,7,3,6,5,20,11,3,9,16,20,7,8,22,2,6,5,2,7,5,18,8,6,6,13,4,11,8,18,8,2,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0
chr12:46239679-46254936,0,5,4,0,2,3,6,3,2,5,6,6,9,6,0,5,4,0,2,3,6,2,12,2,3,4,5,3,5,3,3,0,4,4,11,0,3,0,2,3,0,5,2,6,3,0,3,2,3,0,0,5,5,2,3,3,5,5,3,5
chr8:61618978-61653660,11,3,2,2,8,8,2,5,6,4,9,4,4,5,7,3,6,2,10,4,4,3,6,0,10,6,9,9,5,6,5,4,2,0,5,3,4,2,4,4,6,4,13,6,2,4,6,3,5,3,3,5,4,3,7,2,7,29,3,4
chr1:30992390-30995220,3,6,5,0,2,4,5,0,3,3,11,7,7,5,7,4,3,0,7,3,0,6,0,4,3,7,8,8,4,2,0,4,5,3,4,8,0,4,4,2,7,3,5,6,3,4,6,5,8,2,3,7,0,8,5,5,2,6,3,6
chr10:94441896-94474783,7,3,6,3,4,8,2,6,7,3,12,9,4,19,5,7,6,6,7,3,5,4,11,3,3,10,12,8,7,6,3,4,7,0,3,4,2,3,4,0,8,10,3,4,3,0,4,6,3,5,3,4,0,2,4,0,4,0,8,2
chr5:79618647-79620083,0,0,3,2,0,3,5,3,3,2,3,4,0,5,0,3,0,3,2,3,3,0,5,4,8,4,0,8,0,0,2,2,0,0,5,2,0,0,0,0,2,0,0,0,0,0,0,0,2,3,0,5,0,0,0,2,0,0,0,2
chr2:121757240-121761524,4,3,3,3,3,11,10,10,7,8,13,12,3,11,3,4,3,5,6,6,6,7,6,2,3,13,10,5,3,3,4,5,3,0,8,5,0,2,2,0,2,8,5,4,0,0,5,6,0,3,2,7,3,0,4,5,0,9,3,0
chr4:1900626-1918623,2,2,0,3,7,3,4,4,3,3,2,2,3,2,5,4,4,0,0,3,0,0,5,0,4,0,3,3,2,2,3,2,0,0,3,2,4,0,4,3,2,4,4,7,4,0,2,3,0,0,0,2,0,2,2,0,3,3,0,3
chr2:147972739-147975975,0,7,3,6,0,9,6,0,4,5,8,6,9,10,3,3,0,2,3,0,2,3,3,3,4,5,8,4,4,3,4,4,5,11,3,4,5,2,4,4,6,0,3,3,0,0,5,3,0,3,7,2,4,2,4,2,0,4,3,0
chr18:36026900-36033837,8,6,4,3,2,4,5,7,5,4,6,4,8,7,2,4,0,5,0,2,4,2,3,4,0,2,7,2,6,5,6,4,2,7,2,2,2,0,4,0,2,4,3,13,0,0,6,0,0,5,0,0,0,3,2,0,2,3,5,8
chr16:27213585-27215008,7,5,10,7,14,11,11,10,8,6,9,8,6,11,7,3,4,7,7,9,3,5,10,0,7,3,4,10,10,6,4,0,0,0,4,6,4,2,4,0,4,0,0,0,2,0,0,0,0,2,0,4,0,0,2,6,3,7,7,5
chr16:67628370-67629533,3,0,0,0,4,2,5,5,2,9,4,3,3,5,0,0,0,0,6,2,4,3,5,3,6,3,10,7,3,3,0,0,0,2,3,0,3,0,2,2,11,10,2,6,2,3,4,0,0,3,0,2,0,0,2,2,0,4,0,2
chr11:73707420-73720899,8,7,3,2,3,7,7,4,5,9,5,12,5,9,5,3,9,4,5,4,0,0,4,0,10,7,5,2,7,4,3,4,3,3,13,7,2,4,4,5,4,6,4,3,4,0,7,0,0,0,0,8,5,0,2,0,10,2,4,2
chr4:128997874-129003876,0,0,5,2,0,4,2,2,3,3,6,6,5,4,6,0,4,3,2,0,2,2,7,3,2,0,4,2,2,4,4,0,0,0,2,0,0,0,2,0,3,2,0,0,0,2,5,0,0,0,0,0,0,3,0,2,0,0,2,3
chr5:36982165-36986301,9,16,5,10,6,20,14,12,9,8,23,11,14,20,6,8,12,8,16,11,7,6,13,9,18,29,19,6,9,14,13,3,10,9,10,11,3,0,3,4,11,3,0,10,5,7,7,3,12,9,11,7,6,3,8,10,2,8,11,9
chr20:35713019-35725155,6,5,6,0,0,2,5,3,0,6,7,3,4,5,3,2,5,2,3,0,0,0,7,2,6,3,3,0,5,2,0,4,3,0,5,4,0,3,3,5,2,6,0,4,3,0,0,3,3,3,2,5,0,0,4,0,0,0,0,0
chr8:47284028-47294030,5,0,2,2,5,6,3,4,4,2,8,4,7,7,2,0,0,3,0,3,4,4,6,0,6,4,7,2,2,4,4,2,4,0,2,5,2,0,2,3,3,0,4,3,0,0,7,2,5,0,3,4,0,0,0,0,3,4,3,3
chr6:75634707-75663518,2,0,2,0,2,3,4,4,0,4,2,5,3,0,0,0,0,0,0,3,3,2,3,0,3,2,0,2,4,0,3,0,2,2,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,4,2,0
chr3:172251260-172307501,2,2,0,5,2,2,0,4,4,0,4,6,3,4,0,0,0,3,3,0,4,5,0,3,5,3,0,0,0,2,2,0,2,2,4,0,2,2,0,2,0,3,2,2,6,0,0,0,5,2,0,0,0,0,0,0,0,0,0,2
chr5:43295752-43297166,2,2,3,0,5,3,4,0,4,4,3,4,4,3,0,0,3,4,5,3,2,0,2,0,3,2,5,2,5,0,0,2,0,5,3,8,0,0,3,2,2,0,0,2,0,2,3,3,2,2,0,2,0,0,0,0,0,0,0,2
chr4:184659340-184678394,4,0,6,0,3,2,2,0,0,5,2,2,5,4,0,2,3,4,0,2,5,0,3,3,2,5,2,5,4,3,0,2,3,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0
chr2:169538013-169544835,0,7,0,0,0,4,5,2,3,7,4,0,4,5,0,0,0,0,3,2,3,3,7,5,4,0,2,0,0,0,0,0,0,0,9,2,0,0,0,0,0,2,0,2,3,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0
chr4:186706563-186709845,6,13,6,10,8,29,18,13,12,14,24,13,16,28,31,14,16,8,18,8,16,11,12,9,16,16,11,8,16,7,106,27,16,42,16,44,18,44,37,42,15,28,33,32,16,15,44,20,60,16,21,16,34,17,32,15,17,52,28,14
chr5:168488602-168497348,4,6,5,5,8,15,12,5,5,10,12,4,12,12,3,7,6,3,5,3,4,4,12,6,9,4,11,2,9,4,6,4,9,6,9,6,3,6,6,13,12,9,3,8,3,4,5,0,6,2,8,3,3,3,10,3,7,14,5,5
chr3:18378170-18420991,2,0,3,2,0,2,6,0,2,3,8,2,5,7,3,0,4,0,5,6,0,0,4,4,4,7,3,3,2,0,7,0,3,0,4,5,3,2,5,2,2,4,0,4,0,0,0,3,0,0,0,0,4,3,0,2,3,2,0,0
chr1:90937485-90982370,6,3,0,5,4,5,4,2,4,6,6,4,4,3,3,3,4,3,4,0,2,3,0,4,4,0,0,4,3,2,7,0,0,9,5,14,0,0,0,3,0,0,3,4,3,0,0,2,6,5,3,0,0,2,3,2,3,5,3,2
chr1:8655973-8656441,2,2,3,0,4,2,4,2,3,0,6,4,6,5,3,2,4,5,4,4,3,2,0,0,3,8,5,0,0,3,3,0,2,0,2,3,0,3,2,2,2,3,3,5,2,0,5,6,4,0,0,3,0,3,3,2,4,4,0,3
chr5:32135572-32143880,9,17,7,8,8,18,14,14,10,15,27,31,13,21,9,5,10,8,15,11,11,7,22,6,20,14,14,14,15,6,5,3,10,13,13,12,0,3,8,3,5,3,11,7,3,3,0,5,11,5,3,5,7,7,8,14,3,5,13,8
chr22:45689712-45718493,0,5,4,7,3,3,4,2,3,6,5,3,2,3,0,0,3,0,0,3,4,3,6,3,0,5,0,0,3,4,3,0,2,8,4,3,0,2,0,5,3,2,0,7,0,0,4,0,3,2,2,6,0,0,0,2,2,9,7,0
chr14:99458279-99465813,28,35,36,32,29,51,43,44,40,39,55,32,57,73,18,30,18,30,39,23,28,25,62,46,72,37,48,40,35,33,39,16,20,52,51,44,9,15,27,20,42,18,27,59,19,32,26,22,30,30,11,29,20,15,21,17,24,45,28,25
chr2:189791790-189818180,8,7,12,6,8,15,7,10,8,10,16,10,13,19,8,4,7,12,7,8,7,6,16,6,8,11,12,12,11,6,8,4,4,12,10,3,3,8,7,7,9,5,7,22,8,0,6,0,3,8,5,9,4,5,5,10,6,12,5,6
chr3:158122103-158123991,3,3,4,2,4,0,5,3,5,6,10,3,0,12,4,6,3,5,5,3,5,6,4,5,6,6,5,5,9,5,6,0,3,4,0,8,2,2,9,3,6,7,8,7,3,6,13,9,0,5,7,8,4,0,9,3,5,9,2,2
chr3:172247533-172251541,35,16,13,27,28,37,23,30,29,25,35,37,29,46,28,24,38,28,38,41,47,26,28,11,23,28,36,49,35,18,25,10,15,7,17,23,9,31,27,12,23,23,8,10,17,6,31,13,20,23,14,21,13,6,19,29,30,18,20,10
chr22:20933779-20934244,10,10,9,8,14,27,17,11,17,14,16,11,13,21,10,11,8,4,10,11,6,10,26,5,12,8,17,10,8,8,13,6,20,24,8,14,7,8,19,12,18,24,12,12,12,11,39,6,12,7,5,9,15,8,13,15,16,34,10,10
chr6:13579451-13584225,4,0,3,0,0,8,5,4,9,3,16,15,5,14,3,2,0,6,7,6,12,11,3,2,10,9,17,5,6,4,7,2,2,2,7,2,0,9,7,0,5,5,3,5,5,0,5,6,3,8,7,0,7,0,0,5,5,7,7,4
chr12:116236821-116237705,4,5,2,4,3,9,11,2,7,7,5,0,2,2,0,4,6,0,2,10,0,4,3,0,5,6,4,0,7,5,3,4,0,4,0,4,2,2,7,5,2,0,0,5,4,2,6,0,3,7,4,0,4,4,0,3,6,0,5,3
chr4:48684673-48710698,4,6,7,2,5,5,4,5,7,7,7,3,7,9,3,5,2,2,5,0,4,4,3,0,9,7,3,2,5,0,6,2,2,0,3,3,0,5,3,0,2,6,6,6,3,0,4,3,3,2,0,0,0,2,2,0,3,7,3,3
chr15:76292431-76295737,5,2,0,2,3,6,10,6,4,0,3,8,3,10,4,3,5,2,2,0,0,0,2,2,2,4,5,2,4,2,4,3,3,0,3,2,2,0,5,2,3,5,0,4,2,0,2,3,2,2,0,3,2,3,0,4,5,4,2,2
chr20:18297985-18306393,2,3,0,5,3,2,9,4,3,3,2,3,4,13,2,7,5,0,3,4,7,4,7,2,5,0,7,3,0,3,2,0,5,6,2,4,3,5,5,2,0,0,4,5,2,2,5,0,2,2,0,0,3,0,3,2,0,5,0,5
chr6:89083753-89084643,4,0,2,2,2,6,4,2,3,5,4,5,2,11,0,3,3,3,3,0,2,3,3,2,3,0,7,6,0,5,3,0,2,0,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,2,0,0,4
chr4:139125164-139139497,6,7,4,4,6,10,6,5,4,10,6,7,7,14,5,10,4,3,0,8,0,7,3,4,4,7,9,2,15,5,6,3,2,0,8,0,0,4,8,0,7,3,3,3,6,4,0,0,3,3,5,0,2,0,3,5,0,15,4,6
chr12:42210355-42210680,3,4,5,3,4,0,4,2,0,8,2,5,0,5,0,0,4,2,0,0,2,0,2,0,3,2,6,5,0,4,2,0,3,2,0,2,0,3,0,0,2,4,2,4,0,5,2,0,4,3,0,2,7,0,2,6,0,4,2,0
chr1:66958059-66963160,3,4,3,4,3,2,2,7,3,10,6,3,3,4,7,3,5,6,2,4,2,3,0,4,12,3,2,3,5,2,4,3,0,3,0,0,4,3,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,2,2,0,0,5,0,0
chr4:139116649-139139497,7,4,6,2,5,8,7,2,8,5,9,9,4,12,3,2,6,7,3,3,2,2,5,3,5,4,4,3,7,5,0,6,0,2,6,4,2,0,0,0,0,0,2,2,2,0,2,4,3,0,0,2,0,4,0,4,2,7,0,8
chr2:47377014-47379969,10,9,12,7,13,12,7,5,2,12,20,10,10,18,8,10,7,2,11,3,9,10,12,6,14,12,14,5,7,6,4,3,11,7,12,2,0,3,5,6,4,5,3,11,8,3,8,2,10,0,0,4,3,7,6,3,3,13,4,0
chr14:22906195-22911403,10,2,3,8,4,5,0,6,7,7,20,8,7,22,7,9,8,7,8,5,8,9,13,4,7,8,14,14,6,3,5,0,5,0,6,4,4,0,6,0,9,4,5,2,5,10,5,3,5,11,2,5,4,2,0,4,3,12,3,5
chr9:33948374-33953474,5,0,2,2,3,2,3,3,3,5,9,7,3,7,0,0,4,0,2,3,3,0,0,0,3,6,0,2,4,2,8,2,0,0,4,4,0,5,0,0,2,11,0,0,3,0,3,3,7,2,4,6,0,0,5,3,3,6,0,4
chr18:51054781-51067187,4,5,0,0,3,2,4,3,3,0,5,2,5,6,4,3,0,4,3,0,0,0,7,0,3,2,2,2,3,0,0,0,0,2,0,2,0,0,3,2,2,0,0,2,0,0,0,2,2,2,0,0,6,0,0,0,0,2,0,4
chr12:46229153-46254936,2,13,11,7,2,12,11,0,6,3,9,2,16,8,7,8,4,3,2,2,7,0,5,8,7,0,6,10,2,3,3,2,11,9,4,4,6,0,5,2,10,0,4,6,6,2,2,4,7,3,0,3,4,0,2,2,3,6,0,8
chr12:89459638-89472275,2,0,3,2,5,12,6,6,2,7,7,3,0,4,0,5,2,3,0,0,2,2,2,6,0,3,5,2,3,0,5,0,0,0,11,3,2,3,0,6,0,7,0,2,0,0,3,4,0,0,2,5,7,2,0,2,3,0,5,0
chr5:180261684-180280608,6,7,6,6,9,7,7,11,9,6,9,8,5,12,4,0,2,3,8,8,4,4,7,6,12,8,6,4,8,0,2,3,2,9,14,5,3,3,3,2,3,8,6,12,4,3,10,3,3,5,3,3,10,5,10,3,3,8,10,6
chr1:13715541-13749487,5,2,2,3,6,2,5,4,3,2,4,3,5,3,0,2,2,3,3,4,2,0,3,3,4,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,2,0,0,0,2,0,0,0,3
chr12:89466770-89472275,3,2,0,0,4,10,6,5,3,5,6,0,0,4,0,2,0,4,0,0,6,3,2,3,0,6,3,0,0,0,0,0,0,3,7,7,0,3,0,2,0,0,0,0,0,0,0,3,0,2,2,0,3,4,0,2,2,3,0,0
chr4:1900626-1904378,3,2,3,6,4,3,7,9,4,6,6,2,7,14,2,2,4,6,5,3,0,2,5,2,0,3,4,7,3,4,4,0,0,0,4,0,6,3,10,3,6,3,7,9,4,6,14,0,3,0,5,9,0,4,0,3,2,11,3,0
chr2:147896301-147899898,12,17,20,4,14,29,29,23,17,15,27,17,24,29,19,22,13,13,20,12,11,12,28,10,24,21,27,13,12,20,17,2,9,18,14,24,6,8,16,21,16,16,12,28,13,8,18,10,9,12,4,7,5,2,25,7,3,28,13,11
chr6:159682474-159688242,7,2,3,2,2,5,5,5,8,3,6,3,7,4,6,5,4,4,6,5,2,5,3,2,4,4,3,12,8,4,3,4,4,4,5,2,2,2,10,2,7,8,3,6,0,0,5,2,7,5,3,0,4,0,10,7,0,10,9,4
chr14:39276934-39279537,5,4,5,3,4,7,9,7,4,6,9,9,16,20,5,5,6,8,10,10,4,7,6,3,10,2,14,6,3,5,8,0,2,6,3,0,2,3,6,0,8,2,0,3,2,3,0,3,0,2,0,4,0,4,5,6,4,3,0,0
chr1:95143891-95151419,30,30,31,37,28,36,45,43,39,39,44,15,55,47,30,22,32,21,30,21,42,15,45,39,44,36,57,26,20,49,9,11,16,12,24,6,4,9,20,6,9,5,21,23,6,4,4,11,11,2,7,14,22,4,6,3,4,21,15,35
chr14:32090502-32094386,6,7,16,14,9,12,13,8,12,20,29,9,14,22,10,2,20,6,8,7,14,12,17,7,13,12,19,9,16,10,23,9,5,4,7,51,11,15,15,19,14,9,21,41,8,9,14,7,14,23,18,15,13,10,16,15,5,37,0,15
chr3:149846011-149902162,0,3,0,4,0,3,2,5,2,0,4,0,3,4,0,0,2,0,0,3,2,0,0,3,0,3,2,0,4,0,4,2,2,0,4,2,0,2,0,0,3,2,0,0,0,6,0,2,2,0,0,0,2,0,0,0,0,2,0,0
chr1:42265115-42323827,2,4,6,0,2,2,6,3,2,0,3,2,5,7,0,2,3,0,6,0,2,0,4,0,2,2,2,0,2,0,0,0,0,0,0,2,0,3,2,2,0,3,0,5,3,0,0,0,0,0,0,3,5,0,2,2,0,4,7,3
