ID,CircRNACount-1032245-N,CircRNACount-1039868-N,CircRNACount-1042353-N,CircRNACount-1042745-N,CircRNACount-1043773-N,CircRNACount-1045386-N,CircRNACount-1045549-N,CircRNACount-1046191-N,CircRNACount-1046287-N,CircRNACount-1046349-N,CircRNACount-1046499-N,CircRNACount-1047291-N,CircRNACount-1047831-N,CircRNACount-1047912-N,CircRNACount-1048720-N,CircRNACount-1049983-N,CircRNACount-1050700-N,CircRNACount-1051316-N,CircRNACount-1054390-N,CircRNACount-1056166-N,CircRNACount-272577-N,CircRNACount-451368-N,CircRNACount-477022-N,CircRNACount-515975-N,CircRNACount-522638-N,CircRNACount-548142-N,CircRNACount-649867-N,CircRNACount-685749-N,CircRNACount-843725-N,CircRNACount-99272-N
chr10:7367649-7381949,3,5,3,1,2,6,4,4,1,0,2,2,2,3,0,1,1,2,4,2,6,4,2,3,1,8,2,1,3,8
chr6:13579451-13584225,4,3,0,2,7,4,11,2,7,1,9,9,3,4,1,7,3,6,6,3,9,5,6,13,2,5,6,5,2,8
chrM:8975-9162,3,2,1,0,1,0,6,4,1,1,8,2,1,0,12,3,2,4,8,1,1,9,3,3,1,12,1,7,2,4
chr7:102227367-102227669,5,2,4,3,4,6,3,6,3,2,11,1,3,5,7,1,5,5,9,5,4,12,4,1,6,11,3,7,3,5
chrM:4130-4241,7,4,4,5,4,1,5,19,4,7,6,3,2,4,32,5,5,0,17,13,1,11,8,1,4,2,7,14,6,2
chr11:65500525-65500608,3,1,6,2,8,2,1,3,6,5,3,2,3,2,3,4,7,4,2,3,1,7,1,2,2,1,1,1,4,7
chr10:11997672-12014184,2,4,2,3,4,5,2,4,3,4,3,4,1,2,3,4,4,3,3,1,1,1,5,5,3,4,4,2,2,4
chr19:11722954-11725327,1,1,0,1,2,2,1,2,0,2,1,4,2,1,2,1,3,1,4,2,3,6,0,1,1,3,2,0,1,3
chr12:50427762-50430570,2,4,2,2,2,2,2,1,3,1,1,2,0,1,0,11,3,1,3,2,1,0,3,2,2,3,2,5,3,5
chr1:117402186-117414831,10,11,3,2,11,11,3,10,10,9,1,21,9,16,3,1,1,19,9,12,1,2,13,3,9,2,1,11,9,16
chr10:45939361-45962994,0,0,3,5,2,4,0,4,1,2,0,1,1,2,3,0,2,0,0,3,0,2,4,2,2,1,1,0,3,3
chr11:65499652-65499841,1,0,3,5,1,2,7,3,1,2,3,0,3,2,2,4,2,0,1,3,2,0,2,1,0,2,1,1,3,1
chrM:7109-7228,2,1,5,2,0,1,14,5,1,1,9,10,1,3,18,2,2,3,4,8,0,9,3,0,5,11,8,4,6,4
chr18:58934433-58953799,1,5,2,7,5,6,5,3,0,0,1,5,3,1,3,7,5,2,6,2,1,2,5,3,2,1,2,3,4,2
chr11:65505187-65505375,5,3,7,6,7,2,11,10,3,1,6,9,2,6,3,3,2,2,4,5,1,5,6,2,3,7,3,3,4,15
chr4:147854676-147881932,2,2,2,0,1,4,0,0,0,0,2,0,1,3,3,5,2,3,1,1,2,0,0,1,2,2,0,0,2,2
chr1:23397546-23418017,3,3,2,2,1,1,1,1,2,1,3,3,1,2,2,2,1,2,1,1,1,2,1,2,3,2,1,1,1,4
chr7:24623666-24668660,7,6,0,5,11,6,3,7,5,3,5,10,2,4,2,2,6,7,3,4,8,6,1,3,9,9,3,3,10,6
chr15:85113873-85121014,16,9,14,8,7,26,13,16,23,1,9,20,16,8,6,28,10,7,10,8,1,9,14,1,6,16,19,11,1,28
chr18:62348168-62349937,22,11,6,7,20,13,14,11,15,5,9,14,10,10,5,1,12,11,1,12,2,14,1,1,11,19,11,9,9,22
chrM:6483-6527,2,1,3,0,2,2,2,0,1,7,0,1,2,1,4,1,1,1,1,1,1,0,4,2,3,2,2,2,2,5
chr12:49097566-49098105,3,0,2,1,3,4,4,2,1,4,2,4,0,5,1,3,4,2,4,5,3,5,2,2,4,4,2,2,1,5
chr22:22900976-22905025,7,2,9,8,17,3,2,10,1,3,2,2,2,8,6,5,4,1,5,1,2,2,5,1,1,3,5,1,1,1
chr19:5047476-5082504,2,3,2,3,1,5,7,2,2,3,1,4,2,1,1,3,0,2,5,2,5,3,5,4,6,3,5,1,1,4
GL000252.2:1148224-1201438,0,0,3,0,8,0,2,3,4,3,3,0,5,4,2,17,1,8,3,0,0,0,0,1,0,3,3,2,1,4
chr8:123077111-123105464,1,5,4,1,3,6,3,3,4,3,2,4,5,3,0,4,5,4,2,1,2,2,4,0,4,1,4,0,5,5
chr2:58198594-58232112,5,10,8,8,10,13,7,4,11,6,7,6,13,6,2,7,9,4,9,13,5,5,9,5,6,5,5,7,7,6
chr2:8939821-8958642,5,3,1,0,0,3,2,3,5,6,2,1,3,2,2,2,3,1,4,1,2,1,3,2,0,3,2,1,1,7
chrM:6581-6697,6,10,1,9,6,2,8,4,1,1,8,6,1,11,10,5,8,2,6,6,2,6,5,6,5,3,7,4,5,9
chr1:111147642-111161296,2,3,1,3,3,6,3,3,2,2,0,1,0,0,3,1,4,5,4,3,1,2,2,4,1,4,1,1,6,4
chr1:206939339-206940552,6,3,2,2,2,0,2,2,0,0,4,6,2,3,0,3,0,5,10,3,0,2,2,0,3,3,1,1,2,2
chr17:32171043-32176213,1,2,2,1,3,1,2,2,5,3,2,0,1,0,0,1,2,1,3,3,0,0,1,2,0,3,1,5,1,2
chr14:49586732-49586863,2,1,5,1,2,1,2,1,0,1,2,7,1,2,1,2,1,2,4,2,2,4,2,1,1,6,3,2,2,0
chr14:49586788-49862627,1,7,1,4,1,4,6,0,2,3,2,3,1,3,3,1,0,1,0,1,4,0,7,4,0,2,1,0,2,8
chr5:123545417-123557564,1,71,51,57,65,97,70,40,54,63,56,69,1,60,27,72,59,39,49,54,41,45,83,1,41,67,48,47,66,1
chr10:68644698-68647005,1,1,1,3,2,2,3,0,3,1,2,4,2,3,3,1,1,4,0,3,3,0,2,1,0,2,1,1,2,3
chr17:60633853-60648082,4,4,3,1,2,3,4,2,2,1,2,1,4,0,0,2,2,0,3,3,1,0,1,2,4,2,1,0,2,4
chr7:2437804-2443746,1,0,0,0,4,1,2,1,0,2,1,3,3,3,0,2,1,0,1,2,4,2,1,0,3,3,2,3,3,1
chr6:16326394-16328470,29,33,18,21,26,38,39,15,21,29,30,40,37,32,14,46,20,27,37,35,30,13,54,15,33,34,22,26,28,36
chr11:65499629-65499729,15,15,9,18,4,12,21,8,13,12,7,7,13,6,15,11,8,5,2,6,2,9,15,0,11,4,5,3,16,21
chr5:80775694-80792844,2,3,4,0,2,6,1,2,3,3,6,3,6,1,1,3,6,3,3,2,3,4,4,1,1,4,1,2,1,1
chr15:76292431-76295737,6,5,6,0,3,3,2,4,0,1,3,4,2,4,0,0,3,1,2,3,1,5,2,1,2,1,3,2,2,13
chr14:39179091-39179462,0,1,1,1,3,1,3,0,2,2,2,8,1,0,5,1,2,6,3,4,0,6,0,2,0,3,3,1,7,2
chr7:156826605-156836885,4,7,1,0,7,4,5,7,4,5,5,8,4,4,2,5,4,6,7,6,2,11,8,5,4,9,4,3,4,9
chr21:43746079-43749080,2,2,4,1,1,2,2,4,3,0,1,3,2,2,1,3,0,0,3,0,2,3,4,2,1,3,0,1,1,4
chr11:65499719-65499833,12,4,4,8,3,7,14,1,4,5,6,13,4,7,2,3,3,1,4,7,4,4,11,4,5,11,17,4,11,16
chr6:7181124-7189322,4,3,1,4,4,2,9,3,3,2,6,5,1,3,2,8,2,3,6,3,2,0,7,5,2,3,3,5,1,4
chr1:213077696-213117410,2,1,3,1,3,3,2,0,2,1,4,6,1,2,1,3,2,1,2,2,2,3,4,1,2,3,3,3,3,10
chr11:65500459-65500538,4,3,5,7,6,4,16,6,3,5,7,10,4,2,6,6,1,2,10,7,2,4,5,3,4,7,15,4,3,11
chr13:95161189-95188542,2,1,1,1,0,0,2,0,3,2,0,4,4,2,3,1,0,0,1,2,0,2,1,2,1,8,3,0,2,2
chr17:51263274-51268904,6,3,2,4,6,6,8,2,5,3,3,4,6,3,1,5,4,3,4,1,4,4,7,4,2,6,3,5,6,6
chr13:48077153-48090418,0,2,1,0,1,2,3,2,2,1,1,0,3,3,3,1,2,0,1,5,0,2,1,1,2,3,1,3,2,3
chr7:39987599-40002031,7,9,6,3,3,1,1,3,1,1,1,4,5,8,1,1,8,5,1,9,4,2,6,2,5,8,6,1,1,5
GL000254.2:2614318-2698426,74,0,0,0,131,193,197,54,127,99,148,0,70,0,75,0,0,56,2,0,0,114,0,0,1,88,0,0,0,180
chr2:61278165-61281242,1,1,3,1,1,4,4,3,0,1,4,1,3,2,0,2,3,4,2,0,2,1,2,3,1,1,1,0,1,3
chrM:5403-5512,0,4,4,0,1,4,0,1,2,0,2,7,2,4,22,2,1,2,7,2,1,2,8,2,1,6,3,3,11,6
chr22:38494630-38501280,2,1,1,4,2,4,5,1,1,1,1,2,1,2,0,6,1,3,0,4,0,0,2,2,1,0,1,5,2,4
chrM:13020-13121,3,2,2,3,1,1,5,1,1,5,6,0,0,1,16,1,0,3,4,4,0,5,2,1,2,1,4,3,2,1
chr21:8213101-8213554,26,3,0,17,33,30,61,0,24,7,46,2,15,0,199,4,2,12,89,12,30,20,0,3,25,47,35,32,62,0
chr12:69800209-69801721,19,27,29,19,38,13,42,25,26,11,30,47,31,41,1,25,25,17,25,28,14,20,29,21,24,29,16,19,18,46
chr19:35116757-35116809,3,8,6,4,6,5,16,2,9,4,10,9,2,7,6,5,0,2,10,6,2,1,3,4,5,10,5,1,0,8
chr12:1027748-1028572,1,3,2,3,2,3,6,4,5,0,4,5,3,1,1,4,2,4,8,5,8,2,7,5,1,1,2,1,3,7
chr5:170878097-170896115,1,3,0,5,1,9,5,1,1,3,2,1,3,2,0,0,0,1,4,4,3,0,3,2,2,3,3,2,1,2
chr5:57246300-57249576,2,3,0,3,4,6,9,4,2,2,2,6,4,4,2,5,8,2,0,1,2,1,2,2,3,5,3,3,1,5
chrM:7452-7519,1,0,5,1,5,3,6,3,5,5,6,11,2,8,1,8,1,3,5,1,2,3,4,1,4,2,4,1,1,7
chr11:65499648-65499728,4,1,4,2,2,0,4,1,0,5,3,2,3,7,0,5,1,0,4,4,0,2,1,1,2,1,1,1,9,7
chr2:190659158-190673152,8,14,7,1,14,13,20,7,10,13,20,13,10,13,5,14,10,8,11,18,1,4,15,2,5,1,8,1,11,9
chr9:86305192-86310017,4,7,6,7,11,12,12,8,10,4,10,10,9,9,7,13,9,5,7,6,8,5,10,5,8,11,7,6,5,11
chr9:111578796-111586165,2,3,2,0,2,3,5,3,0,0,2,4,3,5,4,4,1,1,0,1,1,0,3,2,1,0,1,3,0,4
chrM:10691-10744,10,8,5,1,6,4,10,8,4,2,10,3,2,2,6,4,5,39,4,5,1,2,6,1,4,9,7,2,6,14
chr8:98706467-98707311,9,3,7,6,5,13,6,6,7,3,5,14,12,7,6,6,9,1,8,7,0,4,11,8,3,7,5,5,5,7
chrM:10571-10732,4,2,4,1,3,1,4,1,5,1,1,1,3,4,10,3,2,4,10,2,0,1,9,2,1,1,9,1,4,4
chr10:100923975-100926019,6,1,1,1,4,2,5,2,1,4,5,4,3,3,1,3,1,1,3,1,1,2,0,4,2,1,3,4,2,3
chr14:49586627-49586878,0,0,0,2,2,2,11,1,3,1,2,1,3,1,10,6,3,6,3,0,4,2,0,5,4,7,1,3,1,4
chr11:65501321-65501542,3,3,6,3,2,4,5,4,7,3,1,3,4,4,11,7,2,2,4,1,12,4,3,4,0,8,2,3,1,4
chr4:148152469-148154901,0,6,0,2,4,5,3,2,2,2,1,2,2,2,1,2,2,2,5,3,4,3,4,1,1,2,4,7,0,3
chr3:169976946-169988359,1,12,15,6,7,6,17,12,12,5,11,9,4,9,2,7,11,5,10,7,2,3,16,5,3,11,10,13,4,18
chr8:140846260-140890769,1,3,1,0,7,4,1,1,5,3,4,4,0,6,8,6,6,1,6,7,3,6,6,8,3,8,2,2,2,3
chr9:121161856-121166180,1,0,4,0,0,3,2,1,3,2,6,2,2,1,1,0,3,0,2,2,0,4,4,4,1,3,2,1,3,0
chr19:43523508-43523742,2,3,0,1,2,1,4,4,2,2,0,1,2,1,2,0,2,1,3,2,0,2,3,5,1,3,2,2,1,4
chrM:11233-11410,6,27,6,4,11,11,1,7,14,13,11,16,4,14,23,9,10,5,16,15,3,5,18,2,14,29,21,12,22,9
chr19:23358430-23362725,32,22,10,13,23,26,10,22,19,20,19,28,9,17,9,27,16,8,24,15,14,14,17,24,14,36,24,13,20,26
chr8:60794986-60801593,3,2,1,0,0,5,4,0,1,0,2,5,4,1,1,1,2,2,3,1,1,2,0,5,0,5,2,2,1,2
chr1:92333391-92380873,9,7,6,3,8,9,7,7,11,3,4,12,10,5,1,15,4,6,7,5,6,2,9,2,1,14,4,6,10,7
chr1:20770930-20773610,11,5,3,6,7,5,16,12,3,3,7,11,4,8,7,9,4,2,13,11,5,4,10,7,8,10,7,5,10,13
chr3:138570318-138571356,6,11,6,2,16,13,13,7,7,9,4,9,9,3,7,10,7,8,8,10,4,6,8,9,9,18,7,8,8,25
chr17:42500707-42501304,7,4,3,4,2,5,7,7,3,1,8,4,3,4,2,6,2,2,3,4,3,1,12,0,7,8,5,5,4,11
chr1:206930072-206930246,2,3,2,4,3,4,11,4,2,1,2,6,8,2,2,2,1,3,2,3,3,2,8,0,1,5,2,6,3,2
chr14:39033514-39033639,2,3,1,3,0,2,8,2,2,0,0,7,2,2,4,0,2,3,5,2,3,2,4,1,2,4,3,3,2,3
chrM:6866-6976,4,3,2,6,1,2,2,1,4,1,1,3,4,3,3,0,1,2,1,1,2,1,1,1,2,1,3,0,1,4
chr9:33948374-33956146,4,6,1,1,3,5,11,8,5,2,5,2,4,3,1,5,2,3,8,1,2,3,1,7,5,3,0,6,4,2
chr3:195959012-195960086,2,5,4,1,0,7,1,2,1,3,1,6,0,6,1,1,4,5,5,13,0,1,5,2,2,8,10,4,2,1
chr19:21089929-21151960,5,1,2,0,1,4,1,0,3,3,3,2,2,1,0,0,2,0,3,3,3,2,2,0,5,1,1,2,1,2
chr4:48369849-48394653,3,1,4,1,0,5,3,2,2,0,3,2,3,2,1,3,0,0,2,3,4,0,1,2,3,2,1,2,1,5
chr3:195700007-195700072,6,0,5,14,0,15,4,4,3,4,3,7,3,4,3,0,3,0,0,9,0,2,2,3,1,8,5,5,0,7
chr20:43587219-43587384,3,8,4,3,3,1,2,3,3,2,8,6,1,3,1,3,5,3,9,2,0,1,6,2,2,5,4,1,3,4
chr9:135881633-135883078,8,11,12,18,20,21,25,14,18,21,16,21,13,13,11,13,15,19,22,21,12,13,17,16,16,24,17,23,10,35
chr17:59731421-59738947,5,9,9,12,14,10,7,7,8,7,7,10,8,7,4,16,9,7,6,8,8,2,10,7,10,13,6,6,10,15
chr15:89871475-89889140,1,2,2,4,2,2,11,1,3,3,3,3,6,2,1,0,3,3,4,2,1,1,6,2,5,0,0,3,1,6
chr7:100023419-100024307,56,1,37,28,1,1,1,4,1,47,3,2,39,1,1,44,1,26,2,4,41,2,45,2,35,5,2,1,1,2
chrM:5917-6057,13,23,8,3,7,5,24,20,13,4,40,26,9,0,30,6,11,23,27,11,2,34,14,3,9,33,15,8,14,13
chr17:16381925-16382152,2,3,3,5,4,0,4,0,4,2,4,2,0,2,2,2,2,0,1,3,0,2,2,0,3,3,3,3,0,6
chr19:38808744-38808863,2,0,2,5,1,1,8,2,2,2,3,4,1,4,1,3,3,2,4,3,0,2,4,0,1,4,2,2,1,1
chr4:75790150-75790797,2,2,2,0,2,1,1,0,3,0,2,3,4,0,1,1,2,1,2,2,0,2,1,2,1,5,0,3,2,4
chr3:56660731-56673725,4,7,6,2,6,6,8,5,8,5,4,2,8,2,2,6,2,3,3,3,4,1,4,3,3,7,3,3,2,8
chr11:68551121-68564432,3,1,1,0,2,6,2,3,2,1,2,1,2,4,2,4,0,2,1,7,3,3,3,5,1,2,5,2,2,4
chr10:94258800-94259150,4,0,2,1,2,0,3,3,1,5,3,4,3,3,3,5,3,3,1,3,3,2,0,1,1,1,1,3,1,1
chr5:138810038-138827718,1,6,0,5,3,1,4,1,4,3,2,6,3,3,2,2,1,1,3,3,2,4,2,1,1,6,1,1,5,1
chr12:26996742-26999676,2,1,2,0,2,4,1,5,0,1,2,6,1,4,4,4,1,1,1,7,1,2,1,3,0,2,3,2,4,3
chr4:61934840-62044549,4,2,4,3,12,11,0,7,1,3,8,7,7,0,2,5,0,6,2,7,1,1,1,2,0,2,1,4,4,9
chr12:89459638-89472275,0,3,2,0,5,9,3,5,8,2,1,1,0,2,0,3,2,1,0,3,0,1,6,4,0,4,2,3,3,0
chr20:41533050-41551360,1,1,3,1,1,2,3,0,1,0,4,1,3,0,0,4,4,1,1,0,2,0,2,1,3,2,3,4,2,3
chr16:68121987-68126610,1,31,18,20,27,32,2,29,22,14,27,36,24,30,25,31,27,26,30,22,1,29,25,27,21,1,27,37,26,38
chrM:11534-11644,5,1,5,0,3,2,1,4,3,2,1,1,2,4,2,2,1,1,1,2,1,2,4,0,7,1,3,1,2,2
chrM:5901-6057,7,5,0,0,7,5,5,5,6,5,10,3,3,0,11,3,3,11,8,2,3,10,4,5,5,10,10,5,10,12
chrM:11871-12020,2,2,2,1,0,1,1,4,1,0,4,3,5,2,1,1,4,3,5,1,2,5,0,3,2,2,2,4,1,1
chrX:47846105-47895940,1,7,6,3,5,5,5,5,4,1,1,1,3,3,3,4,2,0,2,5,0,4,5,6,3,7,1,4,1,1
chr2:164692221-164695836,3,1,0,1,2,1,5,1,2,2,2,2,1,3,1,3,1,1,1,3,2,2,2,1,3,1,1,1,0,3
chr11:65504849-65505278,1,1,3,1,2,7,4,1,1,2,3,3,1,2,1,3,3,1,1,0,3,3,1,2,0,2,0,7,3,2
chr11:62527086-62527286,4,7,3,9,6,8,10,3,5,4,2,4,2,8,3,1,6,2,10,7,1,3,7,2,5,11,9,6,4,6
chr4:39913611-39925933,9,4,7,4,6,6,16,2,7,5,2,10,5,6,1,11,6,4,4,6,2,1,3,4,4,6,9,2,3,4
chr10:88893871-88905660,3,4,0,2,2,3,1,0,5,3,2,3,2,1,1,8,2,5,3,0,2,2,2,2,1,2,3,4,2,1
chr4:77773081-77776392,9,2,6,4,4,5,9,5,5,3,2,8,5,5,2,5,6,6,7,2,9,3,9,7,5,6,5,7,5,6
chr1:208210280-208218002,5,4,2,5,7,3,9,1,2,3,7,4,1,1,1,1,4,0,6,4,3,5,3,7,3,7,2,3,2,10
chr6:135039573-135042126,2,3,0,1,5,2,3,1,3,6,3,0,4,4,1,3,0,1,4,6,1,1,2,4,2,2,0,8,2,3
chr3:65929626-65930063,7,5,5,9,6,4,8,5,7,9,8,4,6,6,3,13,3,6,5,3,1,3,6,7,7,2,10,3,4,7
chr1:179120190-179121867,3,3,0,0,5,3,2,1,0,2,1,2,2,2,2,4,3,1,1,3,2,1,5,1,1,5,2,2,2,0
chr1:8541214-8557523,7,4,1,3,5,11,4,3,5,2,6,6,2,4,6,9,3,5,5,3,7,3,6,4,3,6,4,4,4,8
chr6:138943513-138944622,28,31,10,10,27,39,27,13,21,17,22,19,30,24,15,33,21,14,24,23,9,16,29,20,19,35,15,17,19,42
chr8:140818277-140864399,3,4,1,0,2,2,1,0,3,0,2,1,4,2,2,1,2,0,0,1,0,1,2,2,4,4,2,0,1,1
chr17:18670867-18672302,6,12,5,3,7,5,13,8,10,2,8,12,5,8,2,6,9,4,10,12,2,3,11,0,5,3,6,10,6,18
chr3:15411245-15415942,3,2,1,2,1,3,1,3,1,3,2,6,1,4,1,3,0,0,1,2,1,1,1,3,1,3,0,2,5,8
chr1:58506060-58539310,19,20,14,21,22,25,17,14,11,12,16,10,11,17,10,15,11,17,15,15,16,8,20,12,11,27,15,14,16,18
chr7:130120749-130122202,9,8,4,0,9,1,1,5,6,2,12,2,6,7,1,4,6,7,7,2,1,7,6,2,6,9,8,5,4,7
chr1:31915895-31919658,19,22,12,14,22,27,19,8,13,9,13,24,14,15,17,15,12,7,15,12,9,9,21,12,10,27,13,14,18,18
chr2:202464809-202467689,11,10,3,1,10,8,15,4,5,4,9,9,5,6,5,4,5,12,8,4,6,11,10,7,8,9,8,18,8,17
chr6:158282263-158314268,1,21,10,20,15,20,22,15,12,9,20,18,19,1,4,24,17,11,19,22,11,1,27,11,5,16,13,24,18,35
chr9:93471141-93476338,5,11,10,12,3,15,24,9,7,6,17,10,9,8,1,13,12,9,18,15,1,9,12,1,7,21,9,9,9,21
chr18:21765772-21819646,7,7,3,2,1,8,5,3,7,2,1,9,3,5,1,9,3,2,7,6,3,6,7,3,9,12,7,4,3,4
chr5:118928537-118944649,0,1,1,0,0,4,0,0,1,2,1,3,2,0,0,3,2,3,3,3,2,1,5,1,2,4,1,2,1,3
chr2:36441258-36442735,3,2,3,0,1,0,3,1,3,1,4,1,4,1,2,3,3,3,3,1,2,2,4,3,2,1,2,2,2,3
chrM:9347-9507,1,4,3,4,2,3,5,3,1,1,4,3,7,4,5,4,1,1,3,3,2,5,2,1,3,8,7,2,6,2
chrM:11868-12017,2,2,2,1,0,1,0,5,2,0,4,5,5,2,1,1,4,3,5,1,2,5,0,3,2,2,2,4,2,1
chr21:15833348-15842540,0,1,0,1,0,2,2,0,0,2,2,2,1,1,0,5,3,4,2,3,2,1,2,5,1,2,0,2,5,1
chr7:92294889-92319512,0,2,3,1,1,3,4,2,3,2,1,2,2,3,0,2,0,3,0,2,2,0,0,3,1,2,2,2,1,2
chrM:11659-11697,5,5,5,5,1,5,21,5,6,0,6,7,5,0,10,10,3,5,6,7,2,10,4,1,3,7,4,3,6,11
chr4:51863437-51899378,3,4,0,0,4,3,2,0,3,3,1,2,6,2,0,3,2,2,1,2,2,1,3,1,2,2,0,2,3,5
chr14:71400794-71418196,0,7,4,2,7,1,7,3,3,1,3,6,3,5,1,9,3,6,2,0,5,1,3,6,0,3,3,2,4,5
chrM:11814-11986,2,0,4,1,2,2,7,3,4,3,5,7,1,3,5,3,0,1,0,2,2,3,2,2,4,4,0,1,1,5
chr12:6967339-6967519,3,1,2,2,3,1,6,1,4,1,4,1,4,3,0,5,2,1,4,0,1,3,2,3,2,7,1,2,1,5
chr7:100992703-101003946,7,12,0,0,1,0,2,0,5,2,5,5,0,4,8,2,12,1,7,8,2,3,2,2,13,12,11,0,6,4
chr3:47097955-47106120,5,5,4,3,7,8,8,3,9,8,4,5,8,7,2,11,8,4,2,5,5,4,6,6,7,7,7,7,5,11
chr11:65499716-65499831,10,16,7,8,7,6,10,4,7,7,11,8,5,14,2,6,9,5,8,7,5,11,10,7,5,17,9,9,6,14
chr18:32111754-32113860,5,14,2,3,8,5,6,10,9,6,8,10,4,7,4,7,6,7,5,4,5,10,12,8,10,17,15,7,6,14
chr2:40428473-40430304,14,6,18,13,22,21,33,8,20,10,30,25,14,13,23,16,14,13,10,17,14,8,19,17,5,23,13,16,10,45
chr6:116689320-116705160,1,2,1,4,2,3,4,1,4,0,0,3,4,0,3,3,0,3,0,1,0,2,4,0,2,3,0,1,2,1
chr11:65499785-65499896,8,7,5,10,7,6,11,1,6,4,7,3,4,6,7,8,4,5,7,15,1,6,8,0,4,9,9,7,8,6
chrM:15951-16077,23,14,2,9,17,4,22,12,13,5,12,14,1,15,7,5,16,8,10,4,0,14,28,0,4,14,0,11,12,25
chr12:68650400-68654252,4,1,4,0,2,4,1,2,2,1,0,4,2,2,1,2,2,4,1,3,3,2,3,1,1,5,3,3,1,7
KI270908.1:165256-165882,8,6,4,5,8,5,12,6,5,9,6,3,10,4,2,10,5,1,10,7,3,5,11,2,9,5,4,3,2,10
chr2:32377588-32395593,1,4,3,1,3,3,2,4,0,4,2,6,4,2,1,3,1,0,4,0,1,2,4,0,1,3,1,5,1,4
chr2:15488894-15511350,1,0,3,0,3,2,11,4,3,0,4,2,5,1,1,3,2,0,2,6,1,3,3,1,1,6,1,1,5,0
chr3:172247533-172251541,7,7,1,3,15,18,1,1,10,8,16,6,11,8,13,21,15,11,1,24,2,10,1,23,11,1,20,23,17,7
chr5:140440119-140449305,1,1,4,0,3,1,6,4,4,1,1,1,0,4,0,1,2,1,2,4,3,1,4,2,0,2,4,0,2,4
chr12:29293300-29297200,2,3,3,3,0,2,3,2,1,1,1,2,1,0,0,2,0,0,5,2,1,2,2,1,1,5,1,1,2,3
chr2:203056427-203057453,0,1,1,2,0,2,1,1,3,1,0,0,2,2,5,2,2,0,1,2,2,1,3,0,2,4,2,0,1,5
chr16:30483827-30484263,3,3,6,3,7,5,12,5,3,2,6,7,1,7,1,5,6,9,7,4,4,9,8,1,2,9,1,2,6,1
chrM:11499-11731,0,2,3,3,1,0,6,3,4,0,1,0,0,0,9,0,9,1,4,2,0,0,0,5,3,1,1,6,4,3
chr16:3850297-3851009,6,7,9,6,5,13,15,5,2,3,11,7,7,12,2,8,1,4,10,4,5,8,8,7,0,12,1,9,3,7
chr11:65500490-65500621,2,0,4,4,0,0,5,2,4,1,3,0,2,2,4,0,1,4,6,4,0,5,2,0,0,10,5,1,4,4
chr15:98707562-98708107,1,1,5,1,3,2,3,4,4,6,2,6,5,2,1,1,4,3,4,1,2,1,3,0,0,6,1,2,2,2
chrY:2211489-2221229,2,3,7,4,5,3,8,2,6,8,4,5,7,3,5,4,4,7,3,5,3,2,3,2,3,9,3,8,7,17
chr10:7276892-7285954,8,12,17,7,8,11,13,8,10,6,15,20,7,16,3,12,6,9,5,5,7,6,23,2,9,15,9,8,10,24
chr17:7262178-7262474,0,3,5,1,3,1,13,3,1,1,2,1,3,1,0,2,3,1,5,3,5,1,2,2,4,3,2,5,3,2
chr5:132892164-132893118,3,1,2,0,4,1,3,0,5,1,2,5,3,4,2,1,3,2,7,2,1,4,3,6,4,2,4,3,1,4
chr14:24209885-24211851,0,0,2,4,0,1,8,2,4,0,2,3,2,3,0,6,3,2,3,7,0,1,3,2,3,2,4,4,2,2
chr16:67628370-67629533,2,2,4,0,2,3,2,0,3,2,1,3,1,0,2,5,3,3,4,2,3,0,0,1,0,3,2,5,1,7
chr14:45118028-45130790,7,3,3,3,5,4,3,3,5,1,8,4,3,5,2,1,3,3,3,5,0,6,5,3,5,6,3,5,1,3
chr19:35123452-35123657,4,2,1,3,3,0,2,2,1,1,3,3,0,1,0,1,1,1,2,0,0,1,1,1,2,8,6,2,2,2
chr6:3076764-3077935,6,4,4,2,2,1,16,3,5,13,3,10,7,0,2,3,2,5,5,8,6,5,6,4,6,16,9,1,2,11
chr6:5404542-5431172,3,5,1,0,2,5,3,2,1,1,3,0,2,0,2,4,2,2,4,2,0,2,1,1,0,1,1,1,2,3
chrM:15561-15690,3,1,5,0,3,4,0,8,0,1,3,4,5,3,8,6,3,2,8,3,0,5,6,1,2,7,3,4,13,5
chr22:22900976-22918201,1,12,7,18,39,16,1,5,4,7,7,11,15,1,3,9,1,20,5,18,1,4,23,7,6,8,1,23,1,4
chr1:205616478-205623891,35,38,16,17,32,37,54,32,31,25,28,40,26,21,21,39,17,29,32,33,23,29,30,18,16,35,30,22,27,41
chr10:126970702-127257429,6,13,2,2,10,4,4,5,7,5,2,0,4,1,1,9,9,4,11,8,6,1,8,2,1,7,1,3,3,1
chr16:74459682-74463479,2,0,0,1,3,0,1,5,1,1,1,2,4,1,5,2,2,2,4,3,0,2,5,2,3,4,1,0,3,1
chr4:150798081-150817257,1,8,5,1,6,9,4,3,3,9,8,2,4,3,2,7,6,5,1,8,1,4,3,2,3,3,9,5,1,6
chr10:5773842-5800705,2,5,1,3,0,6,6,3,5,2,2,4,3,3,0,3,3,4,3,3,5,3,5,1,0,3,1,2,1,3
chr21:36247517-36248568,1,12,17,7,18,11,19,10,12,14,19,19,5,3,5,10,13,14,18,15,1,18,19,8,14,28,6,7,7,14
