ID,1032245-P_bwa.ciri2,1039868-P_bwa.ciri2,1042353-P_bwa.ciri2,1042745-P_bwa.ciri2,1043773-P_bwa.ciri2,1045386-P_bwa.ciri2,1045549-P_bwa.ciri2,1046191-P_bwa.ciri2,1046287-P_bwa.ciri2,1046349-P_bwa.ciri2,1046499-P_bwa.ciri2,1047291-P_bwa.ciri2,1047831-P_bwa.ciri2,1047912-P_bwa.ciri2,1048720-P_bwa.ciri2,1049983-P_bwa.ciri2,1050700-P_bwa.ciri2,1051316-P_bwa.ciri2,1054390-P_bwa.ciri2,1056166-P_bwa.ciri2,272577-P_bwa.ciri2,451368-P_bwa.ciri2,477022-P_bwa.ciri2,515975-P_bwa.ciri2,522638-P_bwa.ciri2,548142-P_bwa.ciri2,649867-P_bwa.ciri2,685749-P_bwa.ciri2,843725-P_bwa.ciri2,99272-P_bwa.ciri2
chr22:29970976-29979052,2,0,0,2,0,2,2,3,0,2,2,0,0,2,0,0,0,2,0,2,0,0,2,0,2,0,2,3,2,4
chr2:15488894-15511350,3,3,0,0,3,5,2,2,2,3,2,7,5,3,4,5,4,3,4,2,3,0,2,0,5,5,6,2,3,0
chr5:103096541-103097781,4,4,5,0,5,7,4,2,2,2,8,8,5,8,0,2,3,3,3,2,7,4,4,0,4,8,2,7,4,2
chr11:85996826-86031611,13,5,8,9,13,26,19,13,11,18,21,22,18,20,8,11,10,6,16,8,12,6,13,6,17,7,22,20,7,9
chr12:69251129-69262562,7,5,2,2,4,7,8,4,5,3,15,6,6,8,3,0,7,6,7,5,0,2,4,7,2,5,19,3,2,5
chr1:184732837-184749592,0,4,0,3,4,4,4,4,0,2,5,2,0,2,3,3,2,0,2,2,3,2,0,0,2,0,2,0,0,0
chr19:12928342-12928847,20,24,17,12,21,25,35,7,20,15,36,22,22,26,20,11,13,16,19,20,21,13,23,11,18,26,33,18,22,15
chr10:12081472-12091684,0,4,0,4,2,2,0,6,3,4,2,0,3,3,2,2,2,6,4,5,0,5,0,3,3,4,3,2,0,0
chr5:31421272-31424471,3,0,0,2,0,0,3,3,3,2,2,2,6,2,0,0,5,2,4,0,2,2,3,0,0,0,5,0,2,0
chr17:61984171-61985090,3,8,7,3,10,3,0,3,4,8,7,6,4,7,6,5,4,2,9,2,6,10,7,3,8,3,3,6,10,5
chr2:159169250-159170805,5,3,0,0,0,3,3,2,4,3,5,5,4,3,0,0,0,0,3,0,0,3,4,0,3,3,0,0,4,2
chr13:95161189-95188542,0,2,3,0,2,0,0,4,2,3,3,0,2,3,4,0,0,3,2,0,2,4,4,2,4,0,2,0,2,4
chr2:224535528-224557856,2,4,0,8,3,3,15,4,2,6,10,7,5,9,6,6,4,2,2,4,8,7,11,2,8,3,2,8,0,9
chr3:16286324-16303592,3,5,0,0,3,2,3,2,0,0,2,0,3,0,0,0,0,0,2,0,2,0,0,3,2,2,2,3,2,2
chr13:49451553-49467960,3,2,0,0,3,5,0,0,3,3,0,2,0,8,2,2,3,0,0,3,3,2,0,3,4,0,2,3,4,0
chr4:128992167-129003876,43,32,35,39,30,73,83,26,47,67,70,50,61,77,33,39,53,29,39,24,46,38,76,24,80,44,48,36,46,43
chr11:46076754-46092223,7,2,2,0,3,7,4,3,5,6,14,6,5,7,4,3,5,4,5,8,5,5,7,0,8,0,7,5,6,4
chr5:145796442-145826200,20,24,34,20,15,17,28,32,13,12,44,17,24,26,18,29,12,23,28,12,14,6,38,21,30,18,21,8,11,15
chr4:153270335-153276130,3,4,2,3,0,3,0,3,2,2,4,0,0,0,0,3,0,0,4,0,2,2,3,5,0,2,3,2,0,4
chr2:201145378-201149835,3,14,11,5,5,16,7,5,11,7,12,14,5,15,7,14,10,9,9,7,4,11,10,5,8,12,12,6,8,2
chr1:93567279-93567851,0,2,2,0,0,0,2,3,3,2,5,6,0,3,0,3,2,0,0,0,0,3,0,0,0,2,4,3,3,5
chr18:21564203-21568094,2,3,2,3,0,0,7,0,4,7,4,0,0,5,2,4,0,0,2,3,0,3,0,0,3,2,2,0,2,3
chr15:57231152-57234107,0,2,0,0,3,5,4,2,3,3,5,3,3,2,4,0,0,4,2,0,0,5,4,0,4,2,3,0,3,0
chr4:150798081-150808398,3,0,3,3,3,3,3,8,0,6,5,6,2,7,3,0,0,2,2,3,3,0,2,0,5,4,5,2,3,4
chr15:64974602-64983593,7,7,3,5,6,8,12,4,4,8,9,4,6,14,8,7,5,7,4,0,3,7,15,3,11,3,13,3,6,6
chr8:25407983-25408940,4,4,0,0,0,3,2,4,6,3,8,3,5,3,0,3,0,0,4,4,2,3,3,6,7,2,3,0,0,0
chr1:155438327-155459898,3,10,4,8,6,9,6,11,9,7,14,11,13,12,6,7,6,8,9,11,8,7,10,6,13,10,13,9,5,8
chr10:35516523-35530243,2,4,2,0,0,0,5,0,3,2,6,3,0,2,5,0,2,4,3,2,2,0,2,0,2,5,7,0,2,0
chrX:85067127-85074391,2,4,3,2,4,6,3,2,2,8,11,5,5,9,4,3,2,0,6,3,2,3,6,2,9,4,3,3,4,0
chr16:46674314-46677398,2,9,4,4,0,6,11,8,5,6,10,10,8,8,3,5,2,3,0,0,3,4,10,3,7,3,5,2,5,6
chr18:9182382-9221999,28,36,22,24,32,61,27,29,41,50,47,51,26,61,16,19,37,37,34,29,43,19,42,16,29,58,49,40,22,28
chr18:47865059-47870564,5,2,4,3,4,2,4,2,0,0,4,2,0,2,3,0,0,0,0,0,2,0,2,0,3,5,0,0,2,0
chr2:229858772-229860531,6,3,0,4,2,2,0,4,3,3,0,0,4,2,0,0,0,2,0,2,2,0,0,0,2,0,4,0,0,2
chr1:155725382-155726019,5,7,4,2,3,5,5,0,5,2,7,4,5,8,3,2,6,2,0,0,0,0,2,2,4,3,2,3,0,0
chr13:95983804-95999307,3,5,0,3,2,0,3,2,3,5,6,0,3,9,2,3,3,3,4,0,3,3,2,0,4,5,5,3,8,3
chr12:104991712-104996026,3,3,3,2,2,2,4,2,0,0,5,3,4,3,0,0,0,0,2,2,2,2,4,0,0,0,2,0,2,0
chr15:42827928-42840433,9,2,3,6,6,9,10,2,9,8,20,9,5,11,0,2,9,7,5,6,4,7,5,0,9,15,10,10,10,7
chr15:52045830-52050137,0,0,3,0,2,4,3,0,2,5,2,2,2,3,0,0,4,0,2,0,2,0,3,2,0,0,2,0,4,0
chr16:30483827-30484263,3,9,3,2,14,11,11,11,4,8,11,12,11,16,2,3,7,8,14,11,14,9,14,5,10,14,9,12,7,4
chr21:36247517-36251284,3,0,0,0,0,0,6,0,2,2,5,4,2,2,2,2,2,0,0,0,6,2,6,0,3,3,3,2,3,2
chr14:73147795-73148094,7,7,4,0,3,7,4,6,0,4,3,6,4,4,5,2,6,3,3,0,0,4,7,0,0,6,6,3,5,3
chr9:110972073-110973558,29,17,11,8,15,42,39,14,25,25,41,35,26,41,28,15,14,19,34,26,26,18,14,10,28,46,35,18,12,13
chr14:71413948-71529370,11,7,3,12,10,13,12,10,10,12,17,9,13,12,9,5,7,7,12,6,5,7,10,9,12,8,14,6,14,9
chr4:147939825-147955374,0,0,0,0,0,4,5,2,4,0,8,4,3,3,2,2,2,2,2,0,3,0,0,0,0,3,4,0,3,0
chr7:3619080-3642105,0,4,0,0,0,0,3,3,0,0,2,3,3,4,0,0,2,2,0,0,0,4,2,2,4,2,3,8,4,0
chr8:85281230-85281639,3,0,0,2,0,6,2,0,4,0,0,2,3,3,0,0,0,2,0,3,2,0,4,0,5,3,3,3,2,2
chr5:139614586-139623461,7,3,3,4,3,4,4,2,3,8,9,5,2,6,2,3,0,2,5,3,4,3,5,0,4,5,4,2,2,0
chr1:169978085-170031975,2,4,8,4,3,12,6,2,4,3,12,0,3,11,2,7,2,0,7,3,9,3,9,3,4,0,3,6,7,3
chr10:97743094-97744915,2,2,3,2,0,3,4,4,0,4,0,0,2,5,2,2,3,0,3,0,3,0,3,2,5,0,2,0,2,0
chr16:47497399-47547548,4,4,3,3,6,4,4,5,2,4,6,3,2,6,2,8,2,0,2,2,2,4,9,2,2,5,4,0,3,2
chr15:63696124-63716473,7,7,5,8,4,6,8,5,6,7,10,12,8,9,5,7,4,4,8,2,4,2,6,5,8,6,10,6,6,10
chr2:214752447-214797117,0,2,3,0,2,2,2,0,2,6,0,0,2,5,3,0,0,0,4,2,0,0,4,3,4,4,0,0,3,2
chr7:100812747-100813208,9,8,10,4,4,13,9,10,10,11,14,7,9,12,7,7,8,9,15,8,6,2,19,2,5,14,11,7,6,7
chr1:155438327-155439068,7,15,6,11,7,19,11,8,11,9,13,12,11,16,12,7,10,10,13,9,4,5,12,9,19,18,13,13,9,9
chr14:63998914-64016631,0,2,2,0,2,3,2,2,2,3,0,3,2,5,0,0,2,0,4,2,0,0,2,2,0,0,2,4,2,0
chr7:677229-711527,2,3,0,0,0,0,2,3,0,4,0,0,0,0,2,3,3,3,4,2,2,4,2,4,2,2,0,2,0,2
chr3:47056821-47067118,2,5,0,2,3,5,2,2,3,0,2,4,0,3,0,0,0,0,5,2,5,2,3,3,4,2,3,5,0,0
chr7:104188251-104204234,8,3,2,3,3,6,6,0,2,3,4,4,4,4,0,0,0,0,2,3,2,0,6,2,0,0,0,0,3,3
chr5:16779545-16783469,5,0,3,3,0,2,3,0,0,3,4,2,3,5,0,2,0,0,5,0,0,0,2,2,2,0,0,2,2,0
chr17:81604548-81608822,0,2,0,7,0,5,4,0,0,2,4,3,0,0,2,0,2,0,3,0,4,0,4,2,3,2,0,2,0,0
chr11:87067694-87091395,3,2,3,2,0,2,3,0,2,2,7,2,0,5,2,2,2,0,5,2,0,2,4,2,6,6,3,0,4,0
chr2:10644320-10668723,2,2,2,0,0,2,0,2,0,3,3,3,0,0,3,4,0,0,2,2,3,2,2,0,3,3,2,0,0,0
chr1:117911994-117918736,3,3,0,5,5,3,4,0,0,0,5,0,2,6,0,0,0,0,2,0,2,0,2,0,0,4,2,4,2,2
chr6:130184103-130184623,0,4,2,0,3,3,0,0,0,3,4,2,0,5,3,2,2,0,0,2,2,0,2,0,2,0,2,0,0,0
chr2:8770670-8776892,8,3,0,2,2,0,7,6,7,9,12,8,6,5,2,0,4,3,7,6,2,3,5,2,4,6,11,2,5,4
chr12:51008476-51010766,2,2,0,3,0,2,4,4,2,4,5,2,4,3,3,0,0,0,3,0,0,0,2,0,0,3,4,0,0,2
chr9:110941421-110973558,0,2,6,2,4,7,8,7,0,2,2,4,4,5,2,2,3,0,2,0,0,0,0,0,0,2,0,5,2,3
chr22:28844127-28846512,2,2,0,0,0,0,2,2,0,0,2,2,4,7,2,2,0,0,2,0,0,0,0,0,2,2,2,2,0,3
chr15:82151465-82152423,0,3,3,0,0,3,3,0,0,0,2,0,3,3,0,4,4,0,2,0,2,2,3,4,3,2,0,2,0,0
chr4:51863437-51877854,6,2,2,5,3,5,11,10,6,4,10,9,4,11,2,5,5,2,6,4,8,4,5,2,4,6,5,4,14,3
chr7:92517276-92519078,0,0,2,4,4,0,0,2,0,5,2,3,6,2,0,0,0,3,2,0,0,3,4,4,4,0,0,3,2,4
chr6:2397221-2399037,0,0,0,0,0,0,3,0,2,3,7,2,3,3,2,0,0,0,3,4,2,0,2,3,0,2,2,0,0,4
chr12:57395749-57398198,2,2,2,3,2,0,2,4,0,2,3,5,4,4,0,5,0,0,2,0,4,2,0,0,0,0,2,4,0,2
chr6:107904629-107924932,0,0,0,2,0,3,2,3,0,2,2,4,3,2,0,0,2,0,0,2,2,0,3,0,5,3,0,2,2,4
chr8:130152736-130180880,6,4,0,0,6,5,6,4,6,7,9,6,9,11,2,3,4,3,4,3,6,5,0,3,6,8,11,12,14,0
chr7:158759486-158764853,48,26,34,24,41,67,60,48,48,56,78,40,41,73,18,37,22,20,33,29,40,46,48,28,54,28,34,32,41,29
chrX:80707427-80719656,0,4,4,3,3,0,4,5,4,3,0,5,5,8,5,2,4,3,8,0,0,0,3,4,4,5,3,8,3,3
chr3:31876433-31879830,2,3,0,0,4,5,0,0,2,3,0,2,0,5,0,0,0,0,0,0,3,0,4,2,3,3,3,0,2,4
chr17:1842803-1853189,3,5,2,2,3,0,3,4,4,3,10,3,0,4,2,2,0,3,2,3,4,3,2,2,3,10,5,9,4,0
chr9:6420912-6434173,3,2,4,6,5,7,6,4,5,5,5,7,8,8,3,5,3,0,4,3,8,5,13,5,4,5,7,3,5,4
chr1:224365879-224371423,2,3,3,0,0,3,0,2,0,0,4,3,3,2,0,3,2,0,0,0,2,0,2,2,0,3,4,2,0,0
chr5:57246300-57249576,0,7,2,3,0,6,6,5,6,10,6,8,7,10,2,6,4,3,4,2,6,4,4,4,7,4,8,8,8,0
chr22:45178238-45178900,4,7,5,4,3,7,11,7,4,6,5,5,3,10,2,8,10,4,5,8,2,0,7,5,5,4,3,4,4,3
chr2:171028339-171046362,2,0,5,3,2,7,0,3,0,3,6,4,4,3,0,2,0,2,0,0,0,0,6,0,3,2,2,0,0,2
chr20:58438945-58441083,3,3,2,3,4,3,2,5,5,3,3,7,2,13,4,3,4,5,5,4,5,2,6,0,0,7,9,3,3,2
chr17:42727635-42730918,5,0,3,0,3,0,4,5,2,5,3,3,0,4,5,0,2,2,0,0,0,2,0,0,8,5,5,0,0,5
chr17:64519321-64526200,2,0,0,2,3,4,2,0,2,2,4,0,2,0,0,3,5,2,2,0,4,0,3,0,5,0,0,0,0,0
chr12:120557282-120560886,0,0,3,2,0,4,2,0,0,2,5,0,4,6,2,2,0,0,0,0,2,0,2,2,4,2,3,0,0,0
chr2:68490190-68545312,8,10,5,11,8,21,14,12,15,15,24,10,17,20,6,13,10,5,7,8,8,17,12,7,27,12,15,9,16,19
chr20:44511289-44514040,2,2,2,2,6,4,4,5,0,0,4,3,0,6,3,0,0,0,3,0,0,0,3,2,2,0,0,0,3,2
chr18:62348168-62349937,30,17,10,10,14,25,26,29,20,26,37,26,31,22,17,14,13,14,22,21,22,17,32,9,33,28,23,10,20,14
chr9:86305192-86310017,24,13,9,15,19,16,21,4,12,14,34,19,24,21,5,16,14,13,9,14,14,7,19,10,26,18,16,15,20,6
chr3:170122591-170129552,5,3,4,4,9,15,7,5,10,5,10,8,7,18,5,8,8,4,10,8,7,3,11,3,6,12,6,10,6,10
chr2:226864604-226867318,9,26,8,12,12,21,23,13,11,10,30,11,19,24,14,8,14,15,17,7,9,9,22,12,18,19,18,17,8,22
chr14:45118028-45130790,5,4,4,0,2,7,6,2,8,9,5,6,8,8,0,5,5,8,2,5,6,9,9,0,4,6,3,3,7,4
chr19:52282111-52283413,3,4,2,7,2,2,6,6,4,5,10,5,7,7,2,3,4,2,9,2,3,5,9,0,7,9,8,9,5,0
chr5:129104956-129107062,3,2,0,0,3,6,3,0,5,3,8,2,6,9,3,2,6,4,2,0,3,0,5,3,2,3,6,2,0,2
chr4:61934840-61948276,2,2,5,6,3,8,9,6,4,7,4,2,5,3,2,0,0,3,5,0,0,4,4,0,0,2,3,2,3,0
chr4:48369849-48383784,14,15,11,13,14,22,7,14,11,16,24,17,10,21,7,9,14,9,21,9,14,9,13,14,26,15,27,20,13,16
chr7:158773341-158799072,0,4,3,0,0,4,4,2,4,0,2,0,0,0,2,2,3,0,2,0,0,0,2,3,5,2,2,0,2,0
chr2:121605701-121606180,7,3,3,3,7,4,5,4,6,4,5,2,0,10,0,5,6,0,5,2,5,5,4,6,14,5,9,4,10,5
chr16:57164001-57173869,7,0,6,0,5,0,10,5,5,3,6,0,2,4,0,0,8,8,3,3,5,2,4,2,6,11,8,4,4,4
chr17:76312870-76313891,2,0,0,2,3,4,5,4,0,2,2,0,3,2,3,0,0,0,0,3,3,0,3,0,3,4,2,4,2,0
chr11:61366045-61367998,10,14,13,9,13,27,13,12,13,16,19,21,18,18,11,13,13,9,12,11,9,6,16,12,17,9,10,6,7,9
chr14:102870185-102876525,0,3,2,0,3,4,2,0,5,2,3,5,3,2,2,0,2,0,4,0,3,0,3,0,0,4,2,4,0,8
chr14:34567686-34568013,4,3,5,3,0,5,2,4,2,4,3,2,5,6,2,0,4,0,0,2,0,0,0,0,2,4,6,3,8,5
chr17:79077430-79077864,4,0,0,3,4,2,2,0,6,3,5,3,5,6,6,2,2,3,6,4,3,0,5,0,5,0,3,3,3,3
chr17:82900651-82911789,7,4,4,2,6,4,9,5,4,3,8,3,4,2,2,8,5,3,4,2,3,4,6,0,9,2,5,7,4,6
chr14:34862044-34862322,5,2,3,2,4,5,13,7,8,8,6,11,4,16,9,6,5,3,10,3,4,4,7,6,9,8,9,4,4,6
chr3:47037666-47067118,2,9,7,9,7,5,7,8,6,9,12,5,3,11,7,0,4,3,15,9,4,2,5,0,12,11,4,6,10,3
chr2:84870225-84870785,8,0,10,0,5,6,16,3,2,4,10,7,3,4,5,5,3,7,7,6,7,0,4,4,6,7,11,4,6,5
chr9:123757703-123879021,8,4,0,3,8,7,0,2,9,8,5,6,6,8,4,3,3,6,3,2,0,2,2,0,7,8,11,2,4,5
chr4:151174670-151187463,4,0,0,4,4,5,6,2,7,5,8,4,4,2,5,4,2,2,9,6,2,0,3,2,6,5,6,0,2,7
chr12:120782655-120810886,0,3,4,0,2,0,3,0,0,3,4,2,4,4,2,4,0,0,0,2,3,0,3,0,2,5,4,3,0,0
chr1:44308310-44339322,6,2,2,3,2,3,4,4,0,4,8,2,2,3,4,0,0,2,0,2,0,0,3,3,4,0,3,2,0,3
chr6:75702645-75703072,6,16,17,8,11,25,13,4,9,16,29,9,16,26,14,10,11,10,8,9,14,11,13,21,17,9,18,10,14,12
chr6:75702645-75711416,7,3,3,3,2,7,9,4,3,10,11,5,6,7,4,5,4,2,3,0,3,4,10,0,12,4,3,4,3,4
chr12:123586747-123590449,5,0,2,0,4,0,2,0,0,5,4,4,2,0,3,0,0,0,2,3,4,3,3,0,4,0,0,5,0,0
chr7:32632543-32679130,0,0,0,3,4,0,0,0,0,3,5,4,0,3,0,3,2,2,0,2,0,2,3,6,5,0,3,6,4,0
chr8:140864312-140890769,8,7,4,2,10,15,11,10,8,12,17,9,7,7,3,9,4,6,11,5,3,6,12,7,16,7,9,8,15,4
chr5:73074742-73077493,34,36,39,36,20,46,55,63,52,43,55,58,39,61,46,23,27,29,48,26,32,24,32,28,41,56,56,28,33,34
chr14:63998914-64022863,5,3,0,5,6,6,4,7,6,6,9,2,16,8,0,0,3,0,4,0,4,0,8,5,12,5,4,3,4,8
chr15:62007308-62013992,9,12,4,8,6,23,7,12,4,13,26,14,10,19,6,5,11,4,7,9,8,6,8,5,12,7,10,5,12,6
chr1:180003174-180006567,4,2,3,3,2,3,7,3,3,0,0,5,0,5,0,3,2,4,4,3,3,3,8,2,6,3,8,6,2,4
chr19:47264603-47264946,8,6,2,4,3,3,5,3,6,8,9,10,5,7,8,5,4,3,9,5,2,4,4,0,4,10,6,10,6,5
chr15:50300789-50301368,0,2,3,4,0,3,3,3,2,0,5,5,5,2,2,6,2,0,3,2,3,0,0,3,2,2,4,2,0,0
chr5:131677703-131709272,3,5,0,0,7,4,7,2,4,7,5,2,4,7,4,4,0,4,3,0,3,0,3,5,6,7,4,2,0,3
chr10:49915917-49935142,6,0,6,10,7,8,7,10,9,0,17,5,11,14,0,0,6,3,6,5,9,6,14,5,9,8,7,11,6,2
chr17:56844019-56845809,0,3,2,2,3,2,2,0,6,2,4,6,0,3,2,0,3,0,2,2,0,0,0,0,2,0,4,4,2,2
chr7:107776452-107783352,2,0,3,0,0,0,4,4,2,3,3,3,2,2,3,2,0,2,2,0,0,0,2,2,3,0,3,0,0,0
chr12:57288857-57296551,10,2,0,2,3,0,0,3,2,0,6,0,4,2,2,0,2,2,2,0,0,0,6,0,0,0,2,2,0,0
chr17:27303367-27309272,2,0,0,3,2,0,3,0,5,0,0,2,3,4,2,0,2,0,2,0,2,2,0,2,3,3,7,0,0,4
chr5:40764514-40777586,0,0,0,0,2,2,2,0,0,2,3,2,0,3,2,0,0,0,0,2,2,0,2,2,0,2,2,3,2,0
chr14:22926133-22927660,10,10,5,4,7,9,9,7,11,5,13,7,5,15,0,8,7,0,9,5,7,4,14,5,9,8,16,7,9,6
chr16:3850297-3851009,12,10,18,12,14,20,9,7,13,11,14,18,7,18,14,11,10,6,12,5,8,8,12,10,9,13,8,6,9,9
chr8:123077111-123084340,0,2,0,0,2,2,2,0,3,0,6,2,5,3,0,3,2,3,3,0,0,2,4,0,0,0,0,2,0,0
chr8:42325970-42329214,0,0,6,0,0,9,3,3,0,4,2,5,3,7,6,0,2,0,2,0,2,0,0,0,2,4,4,0,2,4
chr20:44972078-44987296,0,4,0,5,4,0,2,3,4,2,6,3,2,6,3,0,6,0,0,0,6,2,6,2,2,0,5,5,9,2
chr1:95143891-95173889,11,6,14,16,6,13,12,13,8,8,13,11,14,24,15,6,3,2,9,5,11,7,11,11,12,11,11,10,11,17
chr3:155833468-155842619,2,6,4,2,3,6,5,5,3,0,6,8,3,8,3,5,2,0,0,7,0,0,5,3,3,5,7,4,0,0
chr10:32565558-32584304,4,3,0,3,2,2,8,2,12,3,6,3,2,9,6,0,3,4,4,3,5,0,4,2,7,2,2,5,7,7
chr10:5785142-5800705,10,12,5,5,7,12,14,4,3,9,5,7,8,11,6,0,6,7,7,7,6,5,11,6,11,10,9,6,6,8
chr4:114619423-114623702,3,2,2,0,3,7,8,2,0,4,2,2,4,5,0,3,0,2,3,0,0,0,4,2,2,0,0,4,0,0
chr16:28166508-28169909,0,0,2,3,2,6,2,0,5,4,11,0,5,6,0,5,3,0,3,0,0,0,2,0,6,0,2,0,3,3
chr12:100282943-100298175,19,22,15,4,5,18,15,18,9,23,26,8,8,27,13,5,9,11,16,6,4,7,17,12,17,18,13,8,13,11
chr2:26364302-26373629,4,3,5,3,3,5,4,3,2,3,2,0,3,3,3,3,2,2,3,5,0,3,0,0,3,5,3,0,2,6
chr17:19958014-19958571,4,3,0,3,0,3,5,2,4,4,6,6,2,3,5,0,5,7,3,3,3,4,7,4,5,5,5,3,4,0
chr9:33351560-33352719,7,2,7,5,7,7,5,9,7,7,9,6,8,16,3,6,0,2,5,4,8,5,9,4,4,10,10,9,6,3
chr11:77619606-77625818,12,7,9,8,14,14,22,17,7,18,28,11,17,27,5,13,10,9,14,7,8,12,14,11,18,13,20,14,12,15
chr14:65561337-65561766,9,17,8,7,13,31,14,5,6,10,13,11,11,24,4,10,8,7,13,2,15,12,18,6,26,13,10,30,13,11
chr16:72088987-72090786,0,7,0,3,0,8,6,7,0,4,9,7,4,9,0,2,3,0,3,4,2,3,6,2,6,4,4,7,3,4
chr3:56660731-56673725,3,19,2,12,3,9,14,5,6,9,5,7,9,16,6,8,3,4,5,6,4,5,3,4,8,6,4,6,0,5
chr10:119515509-119527424,5,0,2,0,0,4,2,0,2,2,4,3,2,4,0,0,4,2,4,0,3,3,0,2,2,2,3,0,0,0
chr16:19644886-19652090,3,3,2,0,2,0,0,5,7,0,3,2,0,3,3,0,3,2,0,0,4,0,3,2,6,4,4,0,0,0
chr6:35857261-35872728,2,0,3,2,0,3,0,5,0,4,3,5,4,3,0,2,3,0,0,2,0,0,0,0,0,4,2,0,3,0
chr5:77449760-77464809,0,3,6,5,6,16,10,5,9,7,5,3,0,8,4,0,2,3,3,3,0,4,3,2,2,3,3,2,3,0
chr12:19473248-19500221,2,2,0,2,0,4,3,0,2,0,3,2,2,3,2,0,3,0,3,0,4,0,3,0,5,0,0,0,0,3
chr17:4066447-4072756,4,3,2,2,4,9,12,6,3,5,5,4,6,13,7,0,5,0,2,5,8,5,6,5,10,0,7,8,0,10
chr3:155829688-155842619,0,0,0,2,4,4,0,3,0,2,4,3,2,2,3,0,0,0,2,4,2,0,6,0,4,2,2,0,0,3
chr8:123077111-123105464,3,5,2,3,3,3,3,4,3,0,6,3,0,9,5,3,3,0,5,0,2,2,2,4,5,4,4,3,3,3
chr7:92213195-92226682,3,3,4,3,6,7,3,2,5,4,3,4,5,6,2,0,0,0,6,2,2,3,3,0,4,3,0,0,4,5
chr4:25127264-25159107,4,3,2,2,4,2,0,2,5,2,2,3,2,5,3,0,3,2,4,0,2,0,4,6,0,7,3,5,4,2
chr20:47276314-47287284,2,3,0,0,0,5,2,2,4,0,2,3,0,3,0,2,2,2,0,0,0,0,0,2,3,3,0,7,0,0
chr4:37631385-37638504,11,9,9,8,8,16,32,14,17,14,24,18,19,10,16,12,18,16,15,16,19,8,9,4,14,20,11,23,6,11
chr9:77214329-77227485,0,3,6,7,4,5,3,0,0,6,4,0,4,2,0,2,3,2,3,0,5,0,4,0,4,2,9,0,2,3
chr12:45926142-45928859,3,3,7,4,3,8,6,4,3,8,12,3,4,5,5,2,3,5,5,2,2,0,6,4,4,5,5,7,7,0
chr3:15411245-15415942,2,4,0,0,0,7,3,2,5,5,6,0,0,7,5,2,2,0,0,2,3,0,4,2,10,3,4,2,4,5
chr21:29321221-29329693,13,5,0,11,11,10,9,9,11,12,17,11,11,15,8,9,4,13,9,3,9,0,19,8,20,8,9,11,6,10
chr16:87748673-87762040,0,0,2,2,3,0,0,0,2,3,3,3,0,2,0,2,2,0,0,2,2,2,4,0,2,0,0,0,0,3
chr6:77271340-77273307,0,2,2,0,3,0,3,4,2,3,4,4,0,0,0,0,0,0,3,0,3,4,5,0,6,2,3,0,2,0
chr21:15762891-15766141,6,3,5,0,2,7,13,9,9,8,16,10,7,11,7,2,6,8,10,8,14,8,5,2,11,19,13,7,7,3
chr7:156756393-156826744,3,2,0,0,3,4,4,2,0,3,5,0,3,8,2,0,2,0,3,3,2,3,0,4,0,2,3,0,0,0
chr15:94298201-94298730,0,0,4,11,5,8,14,5,3,7,0,9,3,13,2,0,6,9,4,4,6,4,4,3,4,0,5,8,9,9
chr6:111262257-111263946,5,5,2,0,2,7,4,2,3,5,5,7,0,4,8,4,2,5,7,2,5,2,7,0,6,2,3,3,0,2
chr7:140355668-140358785,8,0,2,3,6,7,10,12,8,9,7,9,8,7,4,10,8,5,6,6,4,9,10,4,5,4,5,4,6,7
chr8:60794986-60801593,3,0,0,0,0,2,2,2,0,4,2,2,2,5,0,2,5,0,3,0,3,0,2,0,2,4,4,0,3,0
chr15:49235851-49239367,5,0,6,0,7,6,4,5,5,5,6,4,6,7,6,4,6,6,0,4,5,2,4,3,6,7,7,2,4,2
chr2:241403828-241418109,3,2,3,2,0,4,3,0,0,4,3,5,0,4,2,4,2,0,0,0,2,0,0,0,5,0,5,0,2,0
chr17:49311312-49312042,8,6,12,4,8,16,10,9,4,10,14,18,5,9,6,6,9,4,10,10,5,4,8,3,6,8,11,8,13,2
chr15:43400044-43401850,5,3,3,2,0,0,5,2,0,2,7,9,0,5,2,2,2,2,2,0,2,0,4,0,4,2,6,0,2,5
chr4:94573351-94586444,18,13,10,5,15,21,26,10,21,14,15,17,13,18,12,15,9,9,18,18,15,18,12,9,12,20,18,9,14,14
chr4:36228582-36229645,2,3,5,4,10,4,5,4,5,6,3,0,0,4,0,2,0,2,6,0,5,4,5,5,5,0,4,4,3,0
chr3:31576396-31600459,0,0,0,0,2,2,2,0,0,2,0,0,3,6,4,0,0,2,0,0,0,0,4,3,3,2,3,3,2,2
chr6:42603588-42606651,5,4,0,2,4,4,4,3,0,3,6,11,0,8,6,2,5,7,6,0,4,4,6,7,6,2,5,0,6,7
chr2:88786470-88805408,5,7,0,5,0,4,0,4,3,5,6,15,5,3,5,0,5,4,0,5,4,0,3,0,13,9,8,9,6,4
chr15:80970462-80982182,2,0,4,4,0,7,2,5,2,3,5,4,3,2,2,0,2,3,0,7,0,0,0,2,5,4,0,3,0,3
chr19:45517663-45518094,3,2,0,0,0,3,0,5,4,0,0,3,3,6,0,2,3,2,0,0,4,0,7,0,2,5,8,2,2,0
chr15:59030804-59031702,2,0,3,0,3,2,2,3,2,3,4,0,0,2,2,0,0,0,2,0,4,3,3,0,0,0,4,3,2,2
