ID,X1032245.N_bwa.ciri2,X1039868.N_bwa.ciri2,X1042353.N_bwa.ciri2,X1042745.N_bwa.ciri2,X1043773.N_bwa.ciri2,X1045386.N_bwa.ciri2,X1045549.N_bwa.ciri2,X1046191.N_bwa.ciri2,X1046287.N_bwa.ciri2,X1046349.N_bwa.ciri2,X1046499.N_bwa.ciri2,X1047291.N_bwa.ciri2,X1047831.N_bwa.ciri2,X1047912.N_bwa.ciri2,X1048720.N_bwa.ciri2,X1049983.N_bwa.ciri2,X1050700.N_bwa.ciri2,X1051316.N_bwa.ciri2,X1054390.N_bwa.ciri2,X1056166.N_bwa.ciri2,X272577.N_bwa.ciri2,X451368.N_bwa.ciri2,X477022.N_bwa.ciri2,X515975.N_bwa.ciri2,X522638.N_bwa.ciri2,X548142.N_bwa.ciri2,X649867.N_bwa.ciri2,X685749.N_bwa.ciri2,X843725.N_bwa.ciri2,X99272.N_bwa.ciri2,,CircRNACount.1032245.N,CircRNACount.1039868.N,CircRNACount.1042353.N,CircRNACount.1042745.N,CircRNACount.1043773.N,CircRNACount.1045386.N,CircRNACount.1045549.N,CircRNACount.1046191.N,CircRNACount.1046287.N,CircRNACount.1046349.N,CircRNACount.1046499.N,CircRNACount.1047291.N,CircRNACount.1047831.N,CircRNACount.1047912.N,CircRNACount.1048720.N,CircRNACount.1049983.N,CircRNACount.1050700.N,CircRNACount.1051316.N,CircRNACount.1054390.N,CircRNACount.1056166.N,CircRNACount.272577.N,CircRNACount.451368.N,CircRNACount.477022.N,CircRNACount.515975.N,CircRNACount.522638.N,CircRNACount.548142.N,CircRNACount.649867.N,CircRNACount.685749.N,CircRNACount.843725.N,CircRNACount.99272.N,
chr1:103565435-103575540,6,4,3,9,14,11,13,9,7,9,21,13,21,12,6,13,8,10,19,24,5,8,8,5,4,20,15,5,3,17,10.73333333,5,2,2,4,7,1,7,1,5,3,16,6,11,6,3,0,4,4,10,14,2,5,6,6,0,11,1,4,3,11,8.077595628
chr16:31090775-31091342,10,13,8,15,12,16,18,10,7,3,8,8,5,12,5,6,8,7,7,8,5,12,13,11,5,13,8,5,14,11,9.433333333,7,11,7,9,11,12,13,5,6,1,5,6,5,8,2,5,7,5,7,6,3,10,11,9,3,8,5,5,10,9,8.253005464
chr17:4282798-4307123,4,4,0,2,2,0,2,2,3,0,0,4,4,3,3,0,3,3,2,0,3,0,5,3,0,3,0,2,4,3,2.133333333,4,3,1,1,2,0,1,1,3,1,1,4,3,2,2,0,1,2,2,0,3,0,3,3,0,2,1,2,4,1,1.953005464
chr13:95723242-95725252,7,4,8,4,4,2,8,2,4,0,3,0,2,2,2,4,0,0,2,11,0,0,6,0,0,3,0,9,6,11,3.466666667,4,2,7,4,3,1,7,1,3,1,2,0,1,2,1,4,0,1,1,7,0,0,5,1,1,3,0,9,6,10,3.187978142
chr17:64821767-64822393,4,7,0,2,5,6,7,0,2,3,2,6,2,6,0,4,5,3,3,3,0,5,5,4,2,6,5,3,6,2,3.6,4,3,1,2,4,5,5,1,0,3,2,5,2,3,1,4,3,1,3,1,1,3,4,4,2,4,4,3,4,3,3.22295082
chr3:121844453-121872788,5,3,3,0,10,4,10,6,4,0,3,4,6,8,2,4,7,5,0,5,9,4,8,0,6,4,2,7,10,11,5,3,3,1,1,8,3,9,5,2,1,3,4,3,8,1,4,5,2,0,4,5,2,5,0,3,4,1,2,8,8,4.31147541
chr16:58559804-58560362,6,6,11,3,6,8,7,9,7,3,3,8,0,12,3,9,4,6,6,8,4,8,12,6,2,17,5,4,3,9,6.5,3,6,9,3,6,5,5,6,5,3,3,6,1,11,3,8,4,6,5,7,3,6,11,5,0,16,2,4,3,7,5.959016393
chr12:106842589-106843947,0,0,0,0,2,2,2,4,5,2,2,2,4,2,3,2,8,0,0,0,4,3,0,6,2,2,2,3,0,5,2.233333333,1,1,0,0,2,2,1,4,4,1,1,1,4,2,2,2,8,0,1,0,4,3,1,1,2,2,2,3,1,5,2.134972678
chr3:170145423-170149244,0,6,2,2,6,3,9,5,3,2,6,5,2,3,10,4,8,4,5,3,2,4,3,2,2,7,4,5,3,7,4.233333333,1,4,2,2,6,1,9,5,3,2,3,5,2,1,7,4,6,4,5,3,2,3,2,2,2,4,3,5,3,5,3.889071038
chr7:83134250-83135656,2,2,3,4,2,3,7,2,0,3,4,9,0,0,0,2,2,0,6,4,0,0,2,2,2,4,0,3,3,2,2.433333333,0,2,2,3,2,3,7,1,1,2,3,7,0,0,1,1,1,0,4,4,1,0,2,0,2,2,0,3,3,1,2.187431694
chr3:56669700-56673725,3,5,0,0,0,5,2,0,0,2,7,3,6,5,4,3,2,4,0,4,0,5,0,2,0,10,2,0,5,2,2.7,2,1,0,0,1,1,2,0,0,2,4,3,4,2,2,2,2,3,0,2,1,4,1,1,0,7,1,1,3,1,2.240983607
chrX:47846105-47895940,0,11,8,5,9,11,8,8,7,3,8,9,6,3,4,6,4,0,2,5,0,7,8,7,6,9,3,5,4,6,5.733333333,1,7,6,3,5,5,5,5,4,1,1,1,3,3,3,4,2,0,2,5,0,4,5,6,3,7,1,4,1,1,4.520218579
chr3:170113360-170136665,2,2,2,2,0,0,2,0,0,2,5,2,4,0,3,3,0,0,2,5,4,3,2,3,0,0,3,0,0,4,1.833333333,2,2,2,0,0,1,2,1,1,1,4,2,4,1,0,2,0,1,2,3,3,3,1,2,1,0,3,1,0,2,1.702185792
chr1:99993537-99999415,4,5,3,0,2,0,3,3,0,0,0,3,0,5,0,5,2,0,0,0,2,2,3,4,2,6,2,0,2,6,2.133333333,3,2,2,0,2,0,3,2,0,1,0,1,1,5,0,4,2,0,1,0,1,1,3,4,1,3,2,0,2,5,1.920218579
chr20:38057532-38066256,4,8,5,3,6,5,8,9,8,5,3,3,3,3,3,6,3,3,7,11,8,2,3,4,6,9,4,0,5,7,5.133333333,3,4,3,3,4,3,5,5,5,4,2,2,1,3,2,1,2,2,5,5,6,0,3,2,4,4,4,0,2,1,4.084153005
chr2:121605701-121606180,7,4,9,0,6,12,5,7,7,3,5,3,6,3,4,9,2,6,6,5,4,5,3,4,4,6,5,7,2,7,5.2,7,3,6,1,4,8,3,4,3,3,3,2,4,2,3,5,2,5,4,5,4,3,2,3,4,4,4,4,2,6,4.495081967
chr10:97437191-97437750,0,0,2,2,2,4,8,3,0,2,4,0,0,6,0,2,0,0,3,3,8,2,2,3,4,3,6,2,2,3,2.533333333,0,0,2,2,2,1,5,2,1,1,2,1,1,4,1,1,0,0,2,3,5,1,1,3,4,1,2,2,2,3,2.189071038
chr7:80789306-80810701,2,6,0,3,9,8,7,2,3,3,4,6,4,4,4,2,4,3,6,7,0,3,3,3,4,5,3,3,7,6,4.133333333,2,3,0,2,8,5,4,1,2,3,3,5,3,3,3,1,4,2,4,6,0,1,3,2,3,3,1,3,5,5,3.575956284
chr4:51863437-51891851,17,12,18,9,15,17,11,11,11,9,18,17,14,15,8,11,8,11,12,11,6,3,11,9,17,18,19,12,17,24,13.03333333,12,10,14,5,9,11,10,6,9,9,11,14,12,9,3,9,5,8,8,7,1,2,9,4,14,13,10,9,11,17,11.06612022
chr7:22960256-22991139,0,4,0,2,4,3,0,3,4,5,5,2,5,4,2,10,2,3,4,6,2,0,5,3,0,2,0,2,4,0,2.866666667,1,3,0,2,3,3,0,2,4,2,4,1,5,4,2,8,2,3,3,5,1,0,4,3,0,2,0,2,3,1,2.653551913
chr6:75702645-75711416,0,3,3,0,3,7,5,4,5,7,2,6,10,5,2,9,6,3,5,5,3,2,2,2,0,9,5,6,4,7,4.333333333,1,3,3,1,3,1,3,3,4,5,2,5,10,5,2,8,4,3,5,3,3,1,2,2,1,2,4,4,3,4,3.841530055
chrX:65051462-65075912,8,12,7,12,8,21,22,12,13,13,13,14,6,13,4,10,14,5,9,11,4,9,10,15,9,13,9,6,13,14,10.96666667,6,7,4,8,7,16,15,9,9,7,9,12,5,8,4,7,6,4,4,5,3,1,6,9,3,3,5,2,8,5,8.80273224
chr4:9641071-9641450,16,53,32,8,37,31,34,13,26,30,35,49,51,23,16,26,30,26,62,48,13,12,33,19,37,72,41,45,29,27,32.46666667,3,9,0,5,0,0,6,1,0,0,5,6,6,0,2,4,0,6,0,4,1,3,5,0,5,3,8,0,8,2,18.00765027
chr9:83677727-83678599,6,7,4,5,4,3,10,2,5,6,0,8,8,4,0,10,7,4,5,7,7,0,13,2,0,9,8,4,3,10,5.366666667,6,5,3,5,4,2,8,2,3,6,1,7,7,4,1,8,5,4,3,3,5,1,13,2,1,8,5,4,3,9,4.989617486
chr17:4066447-4072756,3,5,3,2,9,2,10,5,5,4,6,4,6,5,4,7,6,3,2,3,2,10,9,5,4,7,2,5,6,13,5.233333333,2,3,3,2,7,1,8,3,4,3,4,2,3,3,1,5,3,3,1,3,1,6,7,5,3,5,2,2,4,10,4.446448087
chr3:129265549-129267099,0,3,2,4,0,2,5,0,5,0,4,3,0,0,2,2,0,5,5,0,4,3,0,3,2,7,3,8,0,0,2.4,1,2,2,3,1,2,3,1,4,1,4,2,0,0,2,1,1,3,2,1,3,3,1,1,1,4,2,5,0,0,2.137704918
chr6:75634707-75663518,2,0,0,3,6,3,2,0,0,0,3,4,2,4,4,2,2,2,0,0,2,2,2,2,2,6,3,0,2,7,2.233333333,2,0,1,3,5,2,2,0,1,0,3,1,1,3,2,2,2,0,0,1,1,2,2,1,2,6,3,1,2,5,2.053005464
chr15:25405461-25411971,36,28,26,21,36,43,54,28,34,28,28,40,30,24,22,28,34,14,36,26,19,24,49,25,30,47,39,21,18,56,31.46666667,35,30,29,20,31,42,37,20,29,20,26,26,17,22,14,29,25,15,31,21,19,19,32,17,27,41,40,16,23,46,29.08961749
chr2:241407537-241434321,0,5,2,3,2,0,0,0,2,4,2,4,2,0,3,6,0,4,0,4,0,2,0,2,0,0,0,3,4,5,1.966666667,1,5,2,2,2,1,0,1,1,3,1,2,2,0,3,4,0,4,1,3,1,2,0,2,0,0,0,3,3,4,1.868306011
chr18:36026900-36033837,8,4,0,0,4,3,6,2,2,3,3,2,0,3,2,5,6,4,7,4,7,3,0,3,0,6,5,6,3,3,3.466666667,7,3,1,1,2,2,5,2,2,1,1,1,1,3,2,4,3,3,5,4,3,2,1,3,1,4,3,4,1,3,3.040437158
chr8:102360071-102361626,13,12,12,7,10,24,17,14,13,9,15,16,13,18,13,19,7,12,8,13,13,5,14,12,17,21,15,19,11,19,13.7,4,5,4,2,6,12,10,8,8,3,5,7,4,10,5,14,2,8,4,7,4,2,8,5,10,12,4,11,6,10,10.24098361
chr1:155438327-155459898,10,4,2,4,9,13,18,5,6,6,6,8,8,11,7,16,10,7,7,8,7,12,9,12,10,12,6,13,10,18,9.133333333,6,4,1,2,4,7,12,4,5,2,4,8,5,7,5,10,6,2,3,6,4,9,7,8,4,8,3,8,3,11,7.395628415
chr16:30496097-30496566,0,0,3,2,0,6,7,2,0,0,3,0,2,5,2,4,0,0,5,3,2,3,3,0,3,8,0,0,3,0,2.2,0,0,3,2,1,4,6,2,0,0,2,0,2,2,1,4,0,1,4,3,3,2,2,1,3,7,2,0,2,1,2.101639344
chr2:210153495-210154611,4,5,0,3,3,7,9,4,7,0,3,4,7,3,6,3,0,3,3,8,3,2,7,2,2,2,8,7,3,7,4.166666667,3,4,1,2,3,5,8,4,5,0,3,3,6,3,6,3,0,2,3,6,3,2,6,2,1,1,5,5,3,6,3.822404372
chr21:37420299-37472880,2,6,2,3,6,11,8,3,6,5,10,7,9,9,5,10,10,5,12,6,3,7,9,10,11,12,7,6,6,9,7.166666667,1,3,1,2,6,7,7,2,4,5,11,6,7,8,5,9,7,3,6,6,3,7,8,8,10,8,6,4,4,7,6.445355191
chr2:72718103-72733118,21,24,23,15,26,45,43,20,26,32,19,23,25,27,20,39,23,7,35,34,22,17,34,24,33,32,28,24,36,41,27.26666667,10,11,7,6,10,17,17,12,7,14,9,10,15,8,8,20,8,1,18,16,11,4,17,10,17,14,9,11,16,20,19.64371585
chr3:50065031-50066502,5,3,3,3,8,7,10,2,4,0,7,8,5,5,2,7,8,6,3,7,8,6,14,4,9,7,9,3,5,12,6,3,3,1,2,8,4,8,2,4,1,1,6,4,4,1,6,6,5,3,5,5,2,11,3,7,7,7,3,4,9,5.262295082
chr14:61721509-61721823,2,4,2,2,2,3,7,0,2,0,7,4,2,3,2,2,0,0,0,2,0,4,2,2,7,0,4,0,0,2,2.233333333,2,2,2,1,2,2,1,1,2,1,7,4,1,3,1,2,1,1,0,2,0,3,1,2,5,1,3,0,1,0,2.020218579
chr17:12054889-12095694,16,8,5,7,6,50,13,4,8,6,7,9,0,3,11,9,7,9,9,7,2,4,5,5,7,14,10,7,6,8,8.733333333,5,6,4,2,4,28,6,2,4,2,7,9,2,1,4,10,6,7,5,4,4,1,2,4,3,1,6,6,3,7,6.979234973
chr5:36982165-36986301,14,11,7,7,10,14,11,3,16,6,21,14,11,14,7,8,12,11,13,12,11,7,16,12,7,16,19,12,15,20,11.9,9,9,4,5,8,10,6,1,13,3,16,9,7,11,6,5,7,8,10,8,8,4,10,8,5,12,12,8,10,14,10.08032787
chr10:50433476-50590247,0,3,0,2,3,5,0,0,2,2,2,5,0,0,0,0,2,3,0,0,0,3,3,2,3,5,6,4,3,4,2.066666667,0,3,0,2,2,4,0,0,2,1,2,2,1,1,0,1,2,3,0,1,1,3,3,2,1,3,5,2,3,4,1.935519126
chr18:62539681-62550460,6,7,0,0,6,4,0,0,5,5,11,8,5,6,0,3,8,2,8,0,5,7,2,9,3,4,6,4,3,6,4.433333333,6,4,1,0,4,4,0,1,4,4,9,7,4,5,1,2,8,1,7,1,4,3,1,8,3,2,5,3,2,5,4.03989071
chr7:24623666-24668660,8,8,0,8,13,11,5,8,8,4,6,11,3,6,4,3,9,12,3,5,9,8,2,2,10,12,7,4,10,9,6.933333333,7,6,0,5,11,6,3,7,5,3,5,10,2,4,2,2,6,7,3,4,8,6,1,3,9,9,3,3,10,6,6.080874317
chr1:213117317-213129889,0,2,2,2,3,2,5,3,2,0,0,0,4,0,2,3,0,0,0,0,2,3,0,0,0,4,3,2,0,3,1.566666667,1,2,2,2,2,2,4,3,2,1,1,1,3,0,1,3,0,0,0,1,2,2,1,0,1,3,2,2,0,3,1.566666667
chr12:70278132-70311017,3,4,2,2,4,3,4,0,2,2,3,11,2,2,0,4,0,7,3,4,0,5,4,3,6,6,6,2,2,9,3.5,3,2,1,2,3,2,4,1,2,2,2,1,2,1,1,4,0,5,2,4,1,2,3,2,5,3,5,3,2,1,2.942622951
chr2:168691034-168717978,3,5,5,0,2,7,8,3,0,0,6,5,3,3,3,3,0,4,4,11,2,0,0,4,0,5,0,3,3,4,3.2,1,4,3,0,1,5,5,2,1,1,4,3,1,2,2,1,0,4,2,5,1,1,1,4,0,3,1,2,0,3,2.659016393
chr5:109713520-109716264,13,14,7,2,10,19,13,6,9,8,10,10,9,14,3,12,6,6,9,8,4,7,9,12,4,14,9,6,7,13,9.1,10,12,7,2,7,3,1,3,7,6,10,10,9,11,2,7,4,6,7,6,3,6,9,1,3,11,8,5,4,10,7.739344262
chr11:86011030-86031611,4,6,2,0,5,11,7,4,13,5,5,15,7,7,4,7,7,4,4,11,11,9,5,3,6,16,6,4,6,14,6.933333333,4,6,2,1,5,8,7,2,10,5,3,12,7,5,3,7,4,4,4,10,10,8,5,3,5,12,4,4,5,11,6.408743169
chr2:214767482-214781509,7,0,0,4,6,4,5,2,0,2,4,2,0,0,3,2,3,4,4,3,4,2,8,6,5,5,4,7,3,8,3.566666667,6,0,1,3,5,3,2,1,0,2,3,2,0,2,3,1,2,2,2,1,3,1,6,2,3,2,2,5,3,6,3.02568306
chr15:98707562-98708107,2,0,5,0,5,3,6,4,5,8,4,9,5,2,0,2,8,4,4,0,2,0,5,0,0,7,9,2,2,2,3.5,1,1,5,1,3,2,3,4,4,6,2,6,5,2,1,1,4,3,4,1,2,1,3,0,0,6,1,2,2,2,3.057377049
chr14:96555847-96556413,5,3,0,0,6,2,7,4,0,0,2,4,0,0,0,2,0,4,4,4,4,5,3,0,4,5,3,0,5,3,2.633333333,4,3,1,0,4,1,5,1,0,1,2,3,1,0,1,2,1,2,3,4,4,3,2,1,4,5,3,0,4,2,2.436612022
chr13:50927407-50949505,14,9,4,5,10,26,21,6,20,6,21,13,10,7,5,14,15,7,14,15,7,8,26,9,9,7,8,10,8,16,11.66666667,8,1,1,2,5,10,7,1,12,3,8,5,4,4,2,8,5,2,6,5,2,2,15,2,6,4,2,4,4,7,8.338797814
chr19:47264603-47264946,8,9,3,2,7,0,10,7,4,5,10,9,3,5,6,2,5,5,4,8,0,4,4,5,6,11,4,7,10,12,5.833333333,2,5,0,2,0,0,4,4,2,2,3,1,1,2,2,0,1,0,2,4,0,1,0,2,5,4,2,4,3,5,3.99726776
chr12:82369387-82403130,10,8,3,6,7,10,17,3,7,3,6,0,6,4,5,11,3,3,8,5,6,2,5,8,5,8,9,2,8,5,6.1,6,5,2,4,4,5,10,3,5,2,3,1,4,2,2,9,0,2,7,3,2,2,0,3,3,5,6,2,5,5,4.936065574
chr8:99274198-99275254,2,4,2,0,0,3,2,4,0,4,5,0,0,2,0,7,0,4,2,0,2,2,0,0,3,0,2,0,2,2,1.8,2,3,1,1,1,2,2,2,0,2,4,0,0,2,1,6,1,4,2,1,1,2,0,0,3,0,2,1,2,2,1.73442623
chr12:120782655-120791557,3,3,4,3,4,8,7,7,3,6,7,12,7,6,0,6,5,3,0,7,2,4,6,2,5,8,0,0,3,7,4.6,3,1,3,3,2,7,6,4,1,4,7,12,2,6,1,6,4,3,1,6,2,2,6,1,3,7,0,1,3,5,4.173770492
chr1:35358925-35361789,8,11,10,0,12,10,10,12,7,9,7,15,6,13,3,11,8,4,9,10,9,7,18,7,8,12,7,11,10,13,9.233333333,7,8,7,1,10,7,8,6,6,7,6,11,4,9,3,8,6,4,7,6,7,6,11,5,5,9,6,10,9,10,8.118579235
chr19:5653115-5654456,0,2,2,0,4,3,2,0,3,0,4,0,0,0,2,3,3,0,5,0,2,3,3,0,2,6,6,4,0,3,2.066666667,1,2,2,0,3,1,2,1,2,0,4,2,1,1,1,2,1,0,2,0,2,2,2,0,2,3,4,3,1,1,1.83715847
chr4:1900626-1939778,3,8,0,0,0,6,11,0,4,0,3,4,4,4,3,2,5,2,5,5,2,0,5,3,3,6,4,3,3,2,3.333333333,3,8,1,1,0,5,10,1,4,1,2,3,3,4,3,2,5,1,4,5,2,0,3,1,2,1,4,3,2,2,3.103825137
chr10:68459104-68470163,2,2,3,0,4,4,5,3,2,0,0,2,3,2,2,3,2,2,0,2,0,8,4,4,0,5,3,2,0,3,2.4,1,2,3,0,2,3,4,2,1,1,0,2,3,1,2,2,2,1,1,2,0,6,4,4,1,3,2,2,1,2,2.203278689
chr12:104927973-104931791,2,4,0,3,4,0,3,2,3,0,2,2,2,0,4,0,5,0,4,0,0,2,3,3,0,2,0,0,2,7,1.966666667,1,3,1,1,3,0,2,2,3,0,2,1,2,1,3,0,3,0,3,0,0,2,2,1,1,2,1,1,2,5,1.786338798
chr14:75046376-75049718,5,11,3,3,9,16,16,6,9,6,7,8,11,3,12,6,9,2,12,5,6,3,7,5,8,9,10,7,10,9,7.766666667,5,9,2,2,7,14,14,3,3,3,5,7,8,3,10,6,5,2,10,3,4,2,4,4,7,4,5,6,7,8,6.766666667
chr20:35716740-35725155,9,5,6,4,4,9,9,9,8,0,6,10,10,8,0,5,0,8,8,9,0,3,4,5,0,14,6,9,11,6,6.166666667,9,3,2,2,3,7,5,6,3,2,4,8,9,2,2,4,7,6,4,7,3,3,1,3,4,11,2,5,8,5,5.428961749
chr8:130152736-130180880,4,0,3,2,3,5,15,7,2,0,4,5,10,7,9,5,5,6,7,6,4,6,4,3,9,7,4,5,5,5,5.233333333,1,1,3,2,3,5,12,4,2,0,4,5,8,5,6,3,5,5,3,6,3,6,2,2,7,4,2,3,4,5,4.643169399
chr3:53290791-53292827,0,2,4,0,3,3,4,0,2,0,0,4,2,0,0,3,2,2,3,3,4,2,4,0,0,0,0,3,3,0,1.766666667,0,2,2,0,2,3,4,0,2,0,0,3,2,0,0,2,1,1,2,3,3,1,3,0,0,0,1,2,3,1,1.60273224
chr4:82871944-82875822,6,11,3,4,5,8,8,0,7,5,2,13,7,9,0,5,8,7,9,11,8,9,9,5,8,11,7,8,6,18,7.233333333,6,6,2,2,4,7,4,0,5,3,1,12,6,6,1,3,5,7,5,8,6,6,9,3,4,5,6,8,6,15,6.315300546
chr5:137952628-137954376,0,7,2,4,2,2,5,2,6,3,6,5,2,0,0,6,4,4,6,3,3,2,4,7,0,3,2,2,7,3,3.4,1,6,2,3,1,1,3,2,5,1,5,5,2,1,0,6,3,2,4,3,1,2,3,4,0,3,2,2,5,3,3.055737705
chr2:135748267-135772547,6,6,3,0,4,2,2,3,3,0,3,4,6,3,0,3,0,4,5,2,0,2,3,2,4,2,3,5,0,2,2.733333333,3,6,1,0,3,0,1,3,2,1,2,4,5,3,0,2,0,3,5,2,1,1,3,1,2,2,1,2,0,1,2.372677596
chr14:88416711-88437903,0,2,0,0,4,2,2,2,4,2,0,5,4,3,3,2,2,0,0,8,0,2,0,0,3,3,3,0,2,5,2.1,1,1,1,1,4,2,2,1,2,2,1,2,4,1,2,2,1,0,0,6,1,2,1,0,2,2,3,1,1,3,1.919672131
chr20:10556231-10560820,7,9,3,5,11,7,11,6,0,4,5,5,6,9,0,4,5,8,0,9,7,0,13,3,3,3,4,7,6,9,5.633333333,4,5,2,4,7,5,9,3,1,3,3,4,4,8,1,3,5,8,1,8,6,0,11,1,3,3,2,6,4,4,4.961202186
chr4:150735258-150808398,5,4,3,0,6,7,5,0,5,4,2,4,3,0,0,6,2,2,2,8,0,4,6,3,5,6,4,3,2,7,3.6,4,4,3,0,4,6,4,1,2,4,2,4,2,1,0,3,2,1,2,7,0,3,3,2,5,6,3,3,2,5,3.272131148
chr2:62979188-62996766,5,6,2,0,6,5,9,5,0,4,5,5,4,6,2,4,13,2,4,10,5,4,4,4,12,5,7,11,4,7,5.333333333,4,3,2,0,4,5,8,4,0,2,3,5,4,5,3,4,10,1,2,8,4,3,2,4,10,4,3,7,3,6,4.726775956
chr16:68121987-68126610,25,45,24,23,43,41,68,38,32,23,39,49,33,43,45,50,35,34,50,39,36,38,39,48,25,59,42,50,37,58,40.36666667,1,31,18,20,27,32,2,29,22,14,27,36,24,30,25,31,27,26,30,22,1,29,25,27,21,1,27,37,26,38,32.08797814
chrX:2953143-2958435,8,6,4,3,7,5,9,7,2,0,9,8,2,3,0,4,4,3,5,2,2,2,11,4,4,8,7,6,2,14,5.033333333,6,5,3,3,5,5,6,5,2,1,7,6,2,3,0,4,3,3,3,2,1,2,7,4,4,7,6,5,2,10,4.557923497
chr7:105038126-105041023,6,5,5,3,5,7,5,4,4,0,5,3,4,2,2,6,3,4,6,3,2,3,8,5,4,3,8,4,3,5,4.233333333,5,3,3,1,4,4,4,4,3,1,3,1,3,0,1,3,2,2,4,3,2,2,6,3,2,3,6,2,2,5,3.577595628
chr17:49311312-49312042,12,5,3,2,15,8,10,8,4,3,15,22,10,9,10,14,7,14,8,9,2,10,7,3,4,16,8,7,6,22,9.1,8,5,2,1,7,6,6,7,4,3,12,17,9,8,7,9,5,10,8,6,1,8,6,1,3,13,4,6,5,14,7.919672131
chr4:53425872-53444103,4,5,5,0,4,5,10,5,0,2,7,6,2,8,2,4,5,7,7,7,5,7,8,7,6,9,2,4,3,8,5.133333333,2,2,3,0,3,3,7,2,0,0,4,2,1,5,0,4,2,3,2,3,4,4,6,4,2,6,2,2,0,4,3.953005464
chr3:3156219-3174261,0,2,5,2,13,8,3,3,7,4,9,5,6,3,3,5,5,6,3,8,3,7,4,3,6,2,0,3,4,5,4.566666667,0,1,3,1,2,5,2,1,3,1,6,1,6,1,0,4,2,3,3,3,3,3,3,2,2,1,0,1,3,4,3.468306011
chr13:49167244-49175541,2,0,0,2,3,4,4,2,3,3,0,5,5,4,4,5,2,4,5,4,8,2,5,4,0,2,5,5,0,5,3.233333333,2,0,0,2,2,4,2,2,3,2,1,4,4,2,3,3,2,2,5,4,5,2,5,4,1,2,5,4,2,3,2.987431694
chrX:19965044-19970298,6,2,3,0,3,2,0,2,2,2,4,4,3,6,2,3,5,3,5,4,5,5,0,2,3,3,3,3,7,5,3.233333333,4,1,3,1,2,0,0,1,2,2,4,3,2,2,1,3,2,3,4,2,4,4,1,1,2,2,3,2,3,2,2.725136612
chr4:86764593-86767976,4,0,6,0,0,4,3,2,2,0,0,3,3,3,0,4,2,4,4,0,0,2,5,3,4,4,2,0,3,6,2.433333333,3,1,3,0,0,3,2,2,1,1,1,2,3,3,1,3,1,2,3,1,0,2,3,2,3,1,2,0,2,5,2.154644809
chr14:102019893-102022880,4,0,0,3,0,3,5,0,2,4,2,3,5,3,3,4,0,2,6,3,2,0,2,3,0,5,2,0,0,0,2.2,2,1,0,2,0,3,4,0,1,3,0,2,2,3,3,4,0,2,5,2,1,0,1,3,0,5,1,0,1,0,1.954098361
chr12:96323948-96334865,2,5,4,2,4,9,6,3,0,2,7,9,3,9,0,5,4,0,8,2,5,5,5,5,4,8,3,2,4,8,4.433333333,2,4,4,2,2,6,5,2,1,2,3,8,3,4,1,4,4,1,6,1,3,5,4,3,2,7,1,2,4,7,3.941530055
chr5:123545417-123575963,6,5,3,2,5,4,6,3,0,0,6,5,2,6,3,7,4,5,4,0,0,2,4,5,3,2,3,4,2,7,3.6,5,4,1,2,3,2,6,2,1,0,3,3,0,6,2,1,2,3,3,0,1,2,3,4,2,2,2,4,1,6,3.075409836
chr9:14639896-14680162,2,4,3,2,12,6,12,0,11,3,7,3,6,6,2,3,5,2,3,5,6,2,5,12,9,6,5,9,3,3,5.233333333,0,2,2,2,10,3,8,0,8,2,6,3,5,5,2,2,4,2,3,2,4,1,4,10,6,3,4,8,2,3,4.561202186
chr13:102622877-102627924,6,2,3,2,4,6,2,0,2,6,0,6,2,4,0,6,5,0,9,3,3,0,0,3,0,7,2,3,5,6,3.233333333,4,2,2,1,3,5,2,1,1,6,0,5,1,4,1,4,4,1,8,3,3,0,1,3,1,7,1,3,4,6,3.069398907
chr2:147972739-147982081,5,5,3,4,8,6,5,5,7,3,3,3,2,5,6,4,10,4,4,4,4,2,6,5,7,6,7,0,5,7,4.833333333,2,4,1,2,6,4,4,4,6,3,3,4,0,4,4,4,4,4,4,3,2,2,2,4,5,4,2,0,4,6,4.112021858
chr6:130926605-130956499,22,25,13,11,32,49,31,27,20,15,37,36,33,25,50,37,23,26,15,43,6,12,23,16,23,42,16,21,21,16,25.53333333,19,18,9,7,25,36,25,21,16,13,28,30,26,18,40,26,19,24,14,35,5,9,18,13,19,27,14,18,15,15,22.84480874
chr22:45689712-45740538,2,0,2,2,4,3,2,0,0,0,2,0,4,0,2,5,5,4,0,3,6,2,0,2,3,2,2,0,3,4,2.133333333,2,0,2,2,3,2,1,1,0,0,2,0,3,1,2,3,4,4,0,3,1,1,0,1,3,1,1,0,3,3,1.887431694
chr10:110596398-110598290,0,5,3,2,8,5,13,3,9,3,4,7,0,7,7,5,9,3,8,9,3,6,4,4,7,11,5,11,0,4,5.5,1,1,2,2,5,4,11,3,5,2,3,5,0,5,5,4,7,1,6,7,1,3,2,3,5,8,2,8,1,2,4.663934426
chr5:80767933-80792844,6,3,2,0,4,3,2,6,0,3,3,4,0,0,0,0,2,0,4,0,0,3,4,2,3,2,2,3,0,4,2.166666667,5,1,1,1,4,2,2,5,1,3,3,4,1,0,0,1,2,0,4,0,0,3,4,1,2,1,1,3,1,3,2.068306011
